,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5936,양배추,,,,,,,,,,,,,,,,
5937,도토리묵,,,,,,,,,,,,,,,,
5938,유정란/친환경,딸기/,검은콩두유,,,,,,,,,,,,,,
5939,콩나물,,,,,,,,,,,,,,,,
5940,유정란/친환경,,,,,,,,,,,,,,,,
5941,유정란/친환경,양파,,,,,,,,,,,,,,,
5942,오이,사과/,도토리묵,,,,,,,,,,,,,,
5943,유정란/친환경,사과/,도토리묵,,,,,,,,,,,,,,
5944,유정란/친환경,양파,어린잎채소,도토리묵,닭가슴살,,,,,,,,,,,,
5945,오이,상추,애호박,쌈채소모음,,,,,,,,,,,,,
5946,무,,,,,,,,,,,,,,,,
5947,콩나물,양배추,,,,,,,,,,,,,,,
5948,콩나물,완숙토마토,,,,,,,,,,,,,,,
5949,유정란/친환경,콩나물,중파,,,,,,,,,,,,,,
5950,콩나물,당근,,,,,,,,,,,,,,,
5951,유정란/친환경,콩나물,,,,,,,,,,,,,,,
5952,유정란/친환경,콩나물,도토리묵,,,,,,,,,,,,,,
5953,상추,,,,,,,,,,,,,,,,
5954,오이,,,,,,,,,,,,,,,,
5955,유정란/친환경,오이,당근,,,,,,,,,,,,,,
5956,두부,,,,,,,,,,,,,,,,
5957,찌개용두부,,,,,,,,,,,,,,,,
5958,두부,,,,,,,,,,,,,,,,
5959,찌개용두부,,,,,,,,,,,,,,,,
5960,두부,,,,,,,,,,,,,,,,
5961,찌개용두부,,,,,,,,,,,,,,,,
5962,찌개용두부,,,,,,,,,,,,,,,,
5963,찌개용두부,,,,,,,,,,,,,,,,
5964,가지,,,,,,,,,,,,,,,,
5965,두부,콩나물,,,,,,,,,,,,,,,
5966,깐마늘/난지형/유,월동무,,,,,,,,,,,,,,,
5967,명태참어묵,찌개용두부,,,,,,,,,,,,,,,
5968,유정란/친환경,양파,깐마늘/난지형/유,월동무,찌개용두부,,,,,,,,,,,,
5969,두부,방울토마토/대추형,대파,명태참어묵,,,,,,,,,,,,,
5970,사과/,시금치,깐마늘/난지형/유,당근,깻잎,,,,,,,,,,,,
5971,월동무,찌개용두부,양배추,,,,,,,,,,,,,,
5972,우유,,,,,,,,,,,,,,,,
5973,당근,명태참어묵,,,,,,,,,,,,,,,
5974,유정란/친환경,대파,부추,,,,,,,,,,,,,,
5975,두부,유정란/친환경,,,,,,,,,,,,,,,
5976,유정란/친환경,깻잎,,,,,,,,,,,,,,,
5977,오이,,,,,,,,,,,,,,,,
5978,두부,유정란/친환경,양파,완숙토마토,,,,,,,,,,,,,
5979,오이,콩나물,중파,,,,,,,,,,,,,,
5980,두부,유정란/친환경,오이,애호박,무,양배추,닭가슴살,,,,,,,,,,
5981,두부,무,깐마늘/난지형/유,당근,부추,,,,,,,,,,,,
5982,유정란/친환경,중파,,,,,,,,,,,,,,,
5983,오이,가지,,,,,,,,,,,,,,,
5984,양파,오이,방울토마토/대추형,무,브로컬리,닭가슴살,,,,,,,,,,,
5985,사과/,무,가지,,,,,,,,,,,,,,
5986,유정란/친환경,,,,,,,,,,,,,,,,
5987,양파,오이,,,,,,,,,,,,,,,
5988,유정란/친환경,무,명태참어묵,가지,구운도시락김,,,,,,,,,,,,
5989,유정란/친환경,깐마늘/난지형/유,가지,,,,,,,,,,,,,,
5990,유정란/친환경,방울토마토/대추형,무,중파,찌개용두부,,,,,,,,,,,,
5991,두부,양파,명태참어묵,,,,,,,,,,,,,,
5992,동물복지유정란,콩나물,,,,,,,,,,,,,,,
5993,양파,동물복지유정란,시금치,애호박,무,가지,깻잎,,,,,,,,,,
5994,콩나물,시금치,,,,,,,,,,,,,,,
5995,찌개용두부,,,,,,,,,,,,,,,,
5996,명태참어묵,,,,,,,,,,,,,,,,
5997,방울토마토/대추형,,,,,,,,,,,,,,,,
5998,얼음식혜,,,,,,,,,,,,,,,,
5999,유정란/친환경,,,,,,,,,,,,,,,,
6000,콩국물,유정란/친환경,,,,,,,,,,,,,,,
6001,검은콩두유,,,,,,,,,,,,,,,,
6002,현미유,,,,,,,,,,,,,,,,
6003,얼음식혜,,,,,,,,,,,,,,,,
6004,얼음식혜,,,,,,,,,,,,,,,,
6005,검은콩두유,,,,,,,,,,,,,,,,
6006,콩나물,,,,,,,,,,,,,,,,
6007,두부,,,,,,,,,,,,,,,,
6008,누룽지,누룽지,,,,,,,,,,,,,,,
6009,콩나물,,,,,,,,,,,,,,,,
6010,브로컬리,당근,대파,,,,,,,,,,,,,,
6011,동물복지유정란,,,,,,,,,,,,,,,,
6012,양파,깐마늘/난지형/유,당근,대파,,,,,,,,,,,,,
6013,유정란/친환경,,,,,,,,,,,,,,,,
6014,유정란/친환경,대파,쌈채소모음,,,,,,,,,,,,,,
6015,시금치,당근,월동무,,,,,,,,,,,,,,
6016,당근,찌개용두부,,,,,,,,,,,,,,,
6017,깐마늘/난지형/유,월동무,,,,,,,,,,,,,,,
6018,어린잎채소,찌개용두부,부추,,,,,,,,,,,,,,
6019,양파,어린잎채소,당근,,,,,,,,,,,,,,
6020,당근,쌈채소모음,,,,,,,,,,,,,,,
6021,당근,,,,,,,,,,,,,,,,
6022,가지,,,,,,,,,,,,,,,,
6023,구운도시락김,,,,,,,,,,,,,,,,
6024,구운도시락김,,,,,,,,,,,,,,,,
6025,찌개용두부,,,,,,,,,,,,,,,,
6026,쌈채소모음,,,,,,,,,,,,,,,,
6027,콩나물,,,,,,,,,,,,,,,,
6028,찌개용두부,,,,,,,,,,,,,,,,
6029,찌개용두부,,,,,,,,,,,,,,,,
6030,양파,월동무,양배추,,,,,,,,,,,,,,
6031,두부,월동무,대파,,,,,,,,,,,,,,
6032,두부,콩나물,브로컬리,대파,양배추,,,,,,,,,,,,
6033,유정란/친환경,양파,,,,,,,,,,,,,,,
6034,유정란/친환경,양파,콩나물,당근,,,,,,,,,,,,,
6035,유정란/친환경,오이,콩나물,시금치,연두부,완숙토마토,중파,,,,,,,,,,
6036,오이,,,,,,,,,,,,,,,,
6037,양파,가지,,,,,,,,,,,,,,,
6038,두부,유정란/친환경,양파,당근,,,,,,,,,,,,,
6039,콩나물,애호박,가지,,,,,,,,,,,,,,
6040,무,중파,,,,,,,,,,,,,,,
6041,오이,상추,완숙토마토,,,,,,,,,,,,,,
6042,두부,유정란/친환경,쌈채소모음,중파,,,,,,,,,,,,,
6043,유정란/친환경,,,,,,,,,,,,,,,,
6044,두부,,,,,,,,,,,,,,,,
6045,콩나물,,,,,,,,,,,,,,,,
6046,두부,유정란/친환경,연두부,애호박,깻잎,,,,,,,,,,,,
6047,양파,,,,,,,,,,,,,,,,
6048,당근,닭가슴살,,,,,,,,,,,,,,,
6049,검은콩두유,느타리버섯,,,,,,,,,,,,,,,
6050,오이,,,,,,,,,,,,,,,,
6051,검은콩두유,,,,,,,,,,,,,,,,
6052,양파,앞다리불고기-성남용인,,,,,,,,,,,,,,,
6053,감자라면,,,,,,,,,,,,,,,,
6054,감자라면,,,,,,,,,,,,,,,,
6055,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
6056,동물복지유정란,당근,,,,,,,,,,,,,,,
6057,동물복지유정란,,,,,,,,,,,,,,,,
6058,찌개용두부,,,,,,,,,,,,,,,,
6059,양파,앞다리불고기-성남용인,쌈채소모음,느타리버섯,,,,,,,,,,,,,
6060,시금치,앞다리불고기-성남용인,,,,,,,,,,,,,,,
6061,유정란/친환경,사과/,당근,감자라면,,,,,,,,,,,,,
6062,사과/,,,,,,,,,,,,,,,,
6063,사과/,,,,,,,,,,,,,,,,
6064,유정란/친환경,동물복지유정란,도토리묵,도토리묵,양배추,,,,,,,,,,,,
6065,브로컬리,찌개용두부,느타리버섯,,,,,,,,,,,,,,
6066,콩나물,사과/,브로컬리,감자라면,,,,,,,,,,,,,
6067,월동무,찌개용두부,,,,,,,,,,,,,,,
6068,오이,브로컬리,닭가슴살,,,,,,,,,,,,,,
6069,누룽지,,,,,,,,,,,,,,,,
6070,사과/,중파,,,,,,,,,,,,,,,
6071,유정란/친환경,,,,,,,,,,,,,,,,
6072,방울토마토/대추형,,,,,,,,,,,,,,,,
6073,방울토마토/대추형,방울토마토/대추형,사과/,사과/,찌개용두부,찌개용두부,닭가슴살,닭가슴살,,,,,,,,,
6074,방울토마토/대추형,찌개용두부,,,,,,,,,,,,,,,
6075,방울토마토/대추형,,,,,,,,,,,,,,,,
6076,동물복지유정란,방울토마토/대추형,완숙토마토,,,,,,,,,,,,,,
6077,완숙토마토,당근,도토리묵,,,,,,,,,,,,,,
6078,오이,중파,,,,,,,,,,,,,,,
6079,완숙토마토,,,,,,,,,,,,,,,,
6080,앞다리불고기-성남용인,중파,,,,,,,,,,,,,,,
6081,방울토마토/대추형,찌개용두부,,,,,,,,,,,,,,,
6082,두부,방울토마토/대추형,,,,,,,,,,,,,,,
6083,사골곰국,완숙토마토,찌개용두부,,,,,,,,,,,,,,
6084,도토리묵,,,,,,,,,,,,,,,,
6085,찌개용두부,,,,,,,,,,,,,,,,
6086,유정란/친환경,방울토마토/대추형,앞다리불고기-성남용인,,,,,,,,,,,,,,
6087,두부,유기농성이시돌목장우유,,,,,,,,,,,,,,,
6088,현미유,,,,,,,,,,,,,,,,
6089,두부,대파,닭가슴살,,,,,,,,,,,,,,
6090,두부,유정란/친환경,,,,,,,,,,,,,,,
6091,두부,유정란/친환경,,,,,,,,,,,,,,,
6092,오이,,,,,,,,,,,,,,,,
6093,떡국떡,오이,명태참어묵,,,,,,,,,,,,,,
6094,동물복지유정란,,,,,,,,,,,,,,,,
6095,누룽지,,,,,,,,,,,,,,,,
6096,시금치,깻잎,단무지,,,,,,,,,,,,,,
6097,유정란/친환경,,,,,,,,,,,,,,,,
6098,백미/유,단무지,,,,,,,,,,,,,,,
6099,두부,유정란/친환경,,,,,,,,,,,,,,,
6100,두부,유정란/친환경,누룽지,,,,,,,,,,,,,,
6101,양파,앞다리불고기-성남용인,명태참어묵,,,,,,,,,,,,,,
6102,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,
6103,유정란/친환경,명태참어묵,,,,,,,,,,,,,,,
6104,두부,유정란/친환경,,,,,,,,,,,,,,,
6105,도토리묵,,,,,,,,,,,,,,,,
6106,유정란/친환경,양파,깐마늘/난지형/유,누룽지,도토리묵,,,,,,,,,,,,
6107,콩나물,,,,,,,,,,,,,,,,
6108,유정란/친환경,백미/유,도토리묵,,,,,,,,,,,,,,
6109,유정란/친환경,,,,,,,,,,,,,,,,
6110,양파,동물복지유정란,도토리묵,,,,,,,,,,,,,,
6111,두부,,,,,,,,,,,,,,,,
6112,두부,,,,,,,,,,,,,,,,
6113,두부,동물복지유정란,,,,,,,,,,,,,,,
6114,당근,,,,,,,,,,,,,,,,
6115,유정란/친환경,,,,,,,,,,,,,,,,
6116,동물복지유정란,,,,,,,,,,,,,,,,
6117,사골곰국,,,,,,,,,,,,,,,,
6118,두부,콩나물,양배추,,,,,,,,,,,,,,
6119,유정란/친환경,검은콩두유,,,,,,,,,,,,,,,
6120,두부,양파,,,,,,,,,,,,,,,
6121,두부,유정란/친환경,사골곰국,양배추,,,,,,,,,,,,,
6122,두부,상추,,,,,,,,,,,,,,,
6123,동물복지유정란,,,,,,,,,,,,,,,,
6124,두부,,,,,,,,,,,,,,,,
6125,사과/,,,,,,,,,,,,,,,,
6126,유정란/친환경,대파,,,,,,,,,,,,,,,
6127,당근,,,,,,,,,,,,,,,,
6128,유정란/친환경,,,,,,,,,,,,,,,,
6129,두부,유정란/친환경,양파,,,,,,,,,,,,,,
6130,두부,상추,,,,,,,,,,,,,,,
6131,현미유,,,,,,,,,,,,,,,,
6132,오이,,,,,,,,,,,,,,,,
6133,어린잎채소,당근,,,,,,,,,,,,,,,
6134,유정란/친환경,,,,,,,,,,,,,,,,
6135,애호박,,,,,,,,,,,,,,,,
6136,두부,부추,,,,,,,,,,,,,,,
6137,오이,콩나물,,,,,,,,,,,,,,,
6138,양파,,,,,,,,,,,,,,,,
6139,백미/유,,,,,,,,,,,,,,,,
6140,유정란/친환경,,,,,,,,,,,,,,,,
6141,두부,가지,,,,,,,,,,,,,,,
6142,유정란/친환경,중파,,,,,,,,,,,,,,,
6143,두부,구운도시락김,단무지,,,,,,,,,,,,,,
6144,양파,가지,,,,,,,,,,,,,,,
6145,가지,구운도시락김,,,,,,,,,,,,,,,
6146,얼음식혜,,,,,,,,,,,,,,,,
6147,구운도시락김,,,,,,,,,,,,,,,,
6148,양파,,,,,,,,,,,,,,,,
6149,오이,가지,,,,,,,,,,,,,,,
6150,유정란/친환경,사골곰국,백미/유,,,,,,,,,,,,,,
6151,두부,,,,,,,,,,,,,,,,
6152,동물복지유정란,양배추,,,,,,,,,,,,,,,
6153,두부,,,,,,,,,,,,,,,,
6154,동물복지유정란,,,,,,,,,,,,,,,,
6155,유정란/친환경,백미/유,단무지,,,,,,,,,,,,,,
6156,유정란/친환경,오이,상추,,,,,,,,,,,,,,
6157,오이,,,,,,,,,,,,,,,,
6158,유정란/친환경,,,,,,,,,,,,,,,,
6159,유정란/친환경,,,,,,,,,,,,,,,,
6160,어린잎채소,,,,,,,,,,,,,,,,
6161,유정란/친환경,완숙토마토,우유,,,,,,,,,,,,,,
6162,유정란/친환경,,,,,,,,,,,,,,,,
6163,동물복지유정란,,,,,,,,,,,,,,,,
6164,유정란/친환경,,,,,,,,,,,,,,,,
6165,유정란/친환경,당근,,,,,,,,,,,,,,,
6166,유정란/친환경,,,,,,,,,,,,,,,,
6167,당근,,,,,,,,,,,,,,,,
6168,유정란/친환경,,,,,,,,,,,,,,,,
6169,유정란/친환경,,,,,,,,,,,,,,,,
6170,완숙토마토,,,,,,,,,,,,,,,,
6171,유정란/친환경,,,,,,,,,,,,,,,,
6172,동물복지유정란,,,,,,,,,,,,,,,,
6173,유정란/친환경,,,,,,,,,,,,,,,,
6174,유정란/친환경,,,,,,,,,,,,,,,,
6175,유정란/친환경,오이,,,,,,,,,,,,,,,
6176,유정란/친환경,,,,,,,,,,,,,,,,
6177,두부,동물복지유정란,당근,,,,,,,,,,,,,,
6178,동물복지유정란,,,,,,,,,,,,,,,,
6179,유정란/친환경,,,,,,,,,,,,,,,,
6180,유정란/친환경,명태참어묵,,,,,,,,,,,,,,,
6181,동물복지유정란,,,,,,,,,,,,,,,,
6182,양파,당근,느타리버섯,,,,,,,,,,,,,,
6183,두부,콩나물,사과/,단무지,,,,,,,,,,,,,
6184,양파,사과/,명태참어묵,우유,,,,,,,,,,,,,
6185,두부,,,,,,,,,,,,,,,,
6186,두부,콩나물,중파,,,,,,,,,,,,,,
6187,콩나물,애호박,브로컬리,깐마늘/난지형/유,,,,,,,,,,,,,
6188,우유,,,,,,,,,,,,,,,,
6189,양파,,,,,,,,,,,,,,,,
6190,단무지,,,,,,,,,,,,,,,,
6191,당근,,,,,,,,,,,,,,,,
6192,방울토마토/대추형,,,,,,,,,,,,,,,,
6193,유정란/친환경,,,,,,,,,,,,,,,,
6194,유정란/친환경,동물복지유정란,당근,,,,,,,,,,,,,,
6195,양파,콩나물,월동무,,,,,,,,,,,,,,
6196,시금치,,,,,,,,,,,,,,,,
6197,두부,,,,,,,,,,,,,,,,
6198,두부,콩나물,,,,,,,,,,,,,,,
6199,동물복지유정란,,,,,,,,,,,,,,,,
6200,두부,콩나물,,,,,,,,,,,,,,,
6201,대파,,,,,,,,,,,,,,,,
6202,동물복지유정란,,,,,,,,,,,,,,,,
6203,두부,시금치,월동무,,,,,,,,,,,,,,
6204,유정란/친환경,시금치,,,,,,,,,,,,,,,
6205,유정란/친환경,양파,콩나물,시금치,,,,,,,,,,,,,
6206,상추,,,,,,,,,,,,,,,,
6207,팽이버섯,,,,,,,,,,,,,,,,
6208,브로컬리,,,,,,,,,,,,,,,,
6209,콩나물,,,,,,,,,,,,,,,,
6210,두부,중파,,,,,,,,,,,,,,,
6211,오이,,,,,,,,,,,,,,,,
6212,두부,,,,,,,,,,,,,,,,
6213,두부,유정란/친환경,당근,,,,,,,,,,,,,,
6214,두부,,,,,,,,,,,,,,,,
6215,두부,동물복지유정란,오이,시금치,완숙토마토,,,,,,,,,,,,
6216,유정란/친환경,,,,,,,,,,,,,,,,
6217,두부,상추,,,,,,,,,,,,,,,
6218,두부,양파,상추,,,,,,,,,,,,,,
6219,브로컬리,당근,,,,,,,,,,,,,,,
6220,두부,중파,,,,,,,,,,,,,,,
6221,오이,깐마늘/난지형/유,,,,,,,,,,,,,,,
6222,애호박,쌈채소모음,구운도시락김,,,,,,,,,,,,,,
6223,유정란/친환경,시금치,가지,,,,,,,,,,,,,,
6224,두부,유정란/친환경,양파,오이,쌈채소모음,,,,,,,,,,,,
6225,콩국물,애호박,구운도시락김,,,,,,,,,,,,,,
6226,콩나물,애호박,,,,,,,,,,,,,,,
6227,유정란/친환경,,,,,,,,,,,,,,,,
6228,중파,,,,,,,,,,,,,,,,
6229,유정란/친환경,,,,,,,,,,,,,,,,
6230,두부,콩나물,,,,,,,,,,,,,,,
6231,쌈채소모음,,,,,,,,,,,,,,,,
6232,유정란/친환경,,,,,,,,,,,,,,,,
6233,유정란/친환경,양파,,,,,,,,,,,,,,,
6234,가지,,,,,,,,,,,,,,,,
6235,두부,,,,,,,,,,,,,,,,
6236,콩나물,,,,,,,,,,,,,,,,
6237,두부,백미/유,부추,,,,,,,,,,,,,,
6238,유정란/친환경,,,,,,,,,,,,,,,,
6239,유정란/친환경,부추,깻잎,,,,,,,,,,,,,,
6240,무,,,,,,,,,,,,,,,,
6241,두부,,,,,,,,,,,,,,,,
6242,두부,,,,,,,,,,,,,,,,
6243,찌개용두부,,,,,,,,,,,,,,,,
6244,동물복지유정란,,,,,,,,,,,,,,,,
6245,방울토마토/대추형,유기농성이시돌목장우유,,,,,,,,,,,,,,,
6246,두부,유정란/친환경,,,,,,,,,,,,,,,
6247,누룽지,,,,,,,,,,,,,,,,
6248,두부,유정란/친환경,,,,,,,,,,,,,,,
6249,떡국떡,현미유,,,,,,,,,,,,,,,
6250,두부,,,,,,,,,,,,,,,,
6251,유정란/친환경,,,,,,,,,,,,,,,,
6252,유정란/친환경,,,,,,,,,,,,,,,,
6253,동물복지유정란,,,,,,,,,,,,,,,,
6254,누룽지,,,,,,,,,,,,,,,,
6255,두부,,,,,,,,,,,,,,,,
6256,유정란/친환경,,,,,,,,,,,,,,,,
6257,유정란/친환경,,,,,,,,,,,,,,,,
6258,월동무,,,,,,,,,,,,,,,,
6259,두부,,,,,,,,,,,,,,,,
6260,유정란/친환경,누룽지,,,,,,,,,,,,,,,
6261,단무지,,,,,,,,,,,,,,,,
6262,유정란/친환경,콩나물,현미유,,,,,,,,,,,,,,
6263,두부,,,,,,,,,,,,,,,,
6264,두부,유정란/친환경,누룽지,,,,,,,,,,,,,,
6265,유정란/친환경,,,,,,,,,,,,,,,,
6266,두부,유정란/친환경,,,,,,,,,,,,,,,
6267,두부,완숙토마토,현미유,단무지,,,,,,,,,,,,,
6268,유정란/친환경,,,,,,,,,,,,,,,,
6269,두부,유정란/친환경,,,,,,,,,,,,,,,
6270,유정란/친환경,,,,,,,,,,,,,,,,
6271,완숙토마토,구운도시락김,,,,,,,,,,,,,,,
6272,유기농우유,,,,,,,,,,,,,,,,
6273,구운도시락김,,,,,,,,,,,,,,,,
6274,백미/유,,,,,,,,,,,,,,,,
6275,유정란/친환경,,,,,,,,,,,,,,,,
6276,유정란/친환경,,,,,,,,,,,,,,,,
6277,두부,,,,,,,,,,,,,,,,
6278,두부,유정란/친환경,,,,,,,,,,,,,,,
6279,유정란/친환경,,,,,,,,,,,,,,,,
6280,유정란/친환경,동물복지유정란,콩나물,대파,,,,,,,,,,,,,
6281,감자라면,,,,,,,,,,,,,,,,
6282,감자라면,,,,,,,,,,,,,,,,
6283,두부,콩나물,,,,,,,,,,,,,,,
6284,두부,양파,팽이버섯,,,,,,,,,,,,,,
6285,양파,,,,,,,,,,,,,,,,
6286,콩나물,우유,,,,,,,,,,,,,,,
6287,콩나물,우유,,,,,,,,,,,,,,,
6288,유정란/친환경,중파,,,,,,,,,,,,,,,
6289,두부,양파,가지,,,,,,,,,,,,,,
6290,유정란/친환경,당근,쌈채소모음,순두부,,,,,,,,,,,,,
6291,유정란/친환경,,,,,,,,,,,,,,,,
6292,대파,,,,,,,,,,,,,,,,
6293,동물복지유정란,시금치,,,,,,,,,,,,,,,
6294,사과/,,,,,,,,,,,,,,,,
6295,시금치,,,,,,,,,,,,,,,,
6296,가지,,,,,,,,,,,,,,,,
6297,두부,유정란/친환경,감자라면,,,,,,,,,,,,,,
6298,가지,,,,,,,,,,,,,,,,
6299,두부,가지,,,,,,,,,,,,,,,
6300,오이,가지,,,,,,,,,,,,,,,
6301,두부,오이,중파,,,,,,,,,,,,,,
6302,두부,동물복지유정란,,,,,,,,,,,,,,,
6303,두부,,,,,,,,,,,,,,,,
6304,두부,유정란/친환경,,,,,,,,,,,,,,,
6305,콩나물,팽이버섯,,,,,,,,,,,,,,,
6306,유정란/친환경,브로컬리,,,,,,,,,,,,,,,
6307,두부,,,,,,,,,,,,,,,,
6308,유정란/친환경,월동무,,,,,,,,,,,,,,,
6309,두부,유정란/친환경,누룽지,쌈채소모음,,,,,,,,,,,,,
6310,콩국물,두부,,,,,,,,,,,,,,,
6311,콩국물,,,,,,,,,,,,,,,,
6312,두부,,,,,,,,,,,,,,,,
6313,유정란/친환경,부추,,,,,,,,,,,,,,,
6314,유정란/친환경,중파,,,,,,,,,,,,,,,
6315,도토리묵,,,,,,,,,,,,,,,,
6316,도토리묵,,,,,,,,,,,,,,,,
6317,두부,유정란/친환경,도토리묵,,,,,,,,,,,,,,
6318,오이,,,,,,,,,,,,,,,,
6319,콩나물,양배추,,,,,,,,,,,,,,,
6320,유정란/친환경,순두부,,,,,,,,,,,,,,,
6321,두부,오이,팽이버섯,,,,,,,,,,,,,,
6322,유정란/친환경,어린잎채소,,,,,,,,,,,,,,,
6323,유정란/친환경,애호박,팽이버섯,,,,,,,,,,,,,,
6324,찌개용두부,,,,,,,,,,,,,,,,
6325,닭가슴살,,,,,,,,,,,,,,,,
6326,연두부,,,,,,,,,,,,,,,,
6327,유정란/친환경,,,,,,,,,,,,,,,,
6328,유정란/친환경,콩나물,연두부,당근,월동무,느타리버섯,,,,,,,,,,,
6329,두부,시금치,현미유,,,,,,,,,,,,,,
6330,연두부,,,,,,,,,,,,,,,,
6331,유정란/친환경,,,,,,,,,,,,,,,,
6332,연두부,닭가슴살,,,,,,,,,,,,,,,
6333,양배추,,,,,,,,,,,,,,,,
6334,유정란/친환경,닭가슴살,,,,,,,,,,,,,,,
6335,닭가슴살,,,,,,,,,,,,,,,,
6336,유정란/친환경,,,,,,,,,,,,,,,,
6337,닭가슴살,,,,,,,,,,,,,,,,
6338,두부,,,,,,,,,,,,,,,,
6339,유정란/친환경,,,,,,,,,,,,,,,,
6340,앞다리불고기-성남용인,검은콩두유,단무지,,,,,,,,,,,,,,
6341,양파,,,,,,,,,,,,,,,,
6342,유정란/친환경,,,,,,,,,,,,,,,,
6343,두부,,,,,,,,,,,,,,,,
6344,동물복지유정란,,,,,,,,,,,,,,,,
6345,유정란/친환경,현미유,,,,,,,,,,,,,,,
6346,콩국물,두부,,,,,,,,,,,,,,,
6347,앞다리불고기-성남용인,중파,,,,,,,,,,,,,,,
6348,두부,,,,,,,,,,,,,,,,
6349,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
6350,두부,유정란/친환경,양파,,,,,,,,,,,,,,
6351,무,,,,,,,,,,,,,,,,
6352,어린잎채소,,,,,,,,,,,,,,,,
6353,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
6354,앞다리불고기-성남용인,,,,,,,,,,,,,,,,
6355,두부,,,,,,,,,,,,,,,,
6356,두부,찌개용두부,,,,,,,,,,,,,,,
6357,콩나물,,,,,,,,,,,,,,,,
6358,콩나물,찌개용두부,,,,,,,,,,,,,,,
6359,찌개용두부,,,,,,,,,,,,,,,,
6360,연두부,부추,,,,,,,,,,,,,,,
6361,두부,유정란/친환경,,,,,,,,,,,,,,,
6362,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,,,,,
6363,찌개용두부,,,,,,,,,,,,,,,,
6364,두부,유정란/친환경,,,,,,,,,,,,,,,
6365,두부,,,,,,,,,,,,,,,,
6366,찌개용두부,,,,,,,,,,,,,,,,
6367,유정란/친환경,콩나물,대파,,,,,,,,,,,,,,
6368,유정란/친환경,팽이버섯,,,,,,,,,,,,,,,
6369,유정란/친환경,오이,앞다리불고기-성남용인,,,,,,,,,,,,,,
6370,두부,,,,,,,,,,,,,,,,
6371,콩국물,중파,,,,,,,,,,,,,,,
6372,양파,,,,,,,,,,,,,,,,
6373,콩나물,,,,,,,,,,,,,,,,
6374,백미/유,,,,,,,,,,,,,,,,
6375,연두부,,,,,,,,,,,,,,,,
6376,연두부,,,,,,,,,,,,,,,,
6377,도토리묵,,,,,,,,,,,,,,,,
6378,연두부,,,,,,,,,,,,,,,,
6379,두부,,,,,,,,,,,,,,,,
6380,찌개용두부,,,,,,,,,,,,,,,,
6381,콩나물,,,,,,,,,,,,,,,,
6382,콩나물,,,,,,,,,,,,,,,,
6383,콩나물,,,,,,,,,,,,,,,,
6384,콩나물,,,,,,,,,,,,,,,,
6385,팽이버섯,,,,,,,,,,,,,,,,
6386,콩나물,,,,,,,,,,,,,,,,
6387,두부,콩나물,,,,,,,,,,,,,,,
6388,양배추,,,,,,,,,,,,,,,,
6389,동물복지유정란,,,,,,,,,,,,,,,,
6390,유정란/친환경,팽이버섯,찌개용두부,구운도시락김,,,,,,,,,,,,,
6391,두부,,,,,,,,,,,,,,,,
6392,두부,사과/,상추,대파,팽이버섯,,,,,,,,,,,,
6393,콩나물,연두부,,,,,,,,,,,,,,,
6394,시금치,,,,,,,,,,,,,,,,
6395,동물복지유정란,,,,,,,,,,,,,,,,
6396,팽이버섯,,,,,,,,,,,,,,,,
6397,동물복지유정란,,,,,,,,,,,,,,,,
6398,사과/,대파,,,,,,,,,,,,,,,
6399,두부,동물복지유정란,쌈채소모음,,,,,,,,,,,,,,
6400,당근,,,,,,,,,,,,,,,,
6401,양파,,,,,,,,,,,,,,,,
6402,두부,대파,,,,,,,,,,,,,,,
6403,월동무,,,,,,,,,,,,,,,,
6404,두부,동물복지유정란,당근,,,,,,,,,,,,,,
6405,동물복지유정란,대파,쌈채소모음,,,,,,,,,,,,,,
6406,두부,,,,,,,,,,,,,,,,
6407,사과/,,,,,,,,,,,,,,,,
6408,사과/,,,,,,,,,,,,,,,,
6409,중파,,,,,,,,,,,,,,,,
6410,두부,사과/,,,,,,,,,,,,,,,
6411,두부,콩나물,애호박,팽이버섯,,,,,,,,,,,,,
6412,상추,,,,,,,,,,,,,,,,
6413,두부,사과/,,,,,,,,,,,,,,,
6414,쌈채소모음,,,,,,,,,,,,,,,,
6415,당근,,,,,,,,,,,,,,,,
6416,두부,콩나물,,,,,,,,,,,,,,,
6417,두부,브로컬리,,,,,,,,,,,,,,,
6418,두부,,,,,,,,,,,,,,,,
6419,감자라면,,,,,,,,,,,,,,,,
6420,콩국물,두부,,,,,,,,,,,,,,,
6421,유정란/친환경,,,,,,,,,,,,,,,,
6422,두부,콩나물,당근,쌈채소모음,,,,,,,,,,,,,
6423,두부,동물복지유정란,,,,,,,,,,,,,,,
6424,동물복지유정란,콩나물,,,,,,,,,,,,,,,
6425,두부,,,,,,,,,,,,,,,,
6426,팽이버섯,,,,,,,,,,,,,,,,
6427,두부,,,,,,,,,,,,,,,,
6428,두부,유정란/친환경,콩나물,,,,,,,,,,,,,,
6429,유정란/친환경,,,,,,,,,,,,,,,,
6430,두부,양파,단무지,양배추,,,,,,,,,,,,,
6431,백미/유,,,,,,,,,,,,,,,,
