,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10296,두부,중파,,,,,,,,,,,,,,,,,
10297,누룽지,누룽지,,,,,,,,,,,,,,,,,
10298,중파,,,,,,,,,,,,,,,,,,
10299,두부,,,,,,,,,,,,,,,,,,
10300,두부,,,,,,,,,,,,,,,,,,
10301,두부,참기름,,,,,,,,,,,,,,,,,
10302,두부,콩나물,,,,,,,,,,,,,,,,,
10303,중파,,,,,,,,,,,,,,,,,,
10304,콩나물,,,,,,,,,,,,,,,,,,
10305,복숭아,,,,,,,,,,,,,,,,,,
10306,오이,,,,,,,,,,,,,,,,,,
10307,콩국물,두부,오이,,,,,,,,,,,,,,,,
10308,두부,오이,,,,,,,,,,,,,,,,,
10309,두부,콩나물,,,,,,,,,,,,,,,,,
10310,두부,오분도미/유,중파,,,,,,,,,,,,,,,,
10311,오분도미/유,,,,,,,,,,,,,,,,,,
10312,두부,,,,,,,,,,,,,,,,,,
10313,사과,,,,,,,,,,,,,,,,,,
10314,두부,오이,콩나물,중파,,,,,,,,,,,,,,,
10315,대파,,,,,,,,,,,,,,,,,,
10316,두부,,,,,,,,,,,,,,,,,,
10317,유정란/친환경,,,,,,,,,,,,,,,,,,
10318,유정란/친환경,,,,,,,,,,,,,,,,,,
10319,유정란/친환경,양파,당근,,,,,,,,,,,,,,,,
10320,유정란/친환경,,,,,,,,,,,,,,,,,,
10321,두부,무,중파,,,,,,,,,,,,,,,,
10322,두부,유정란/친환경,,,,,,,,,,,,,,,,,
10323,두부,유정란/친환경,,,,,,,,,,,,,,,,,
10324,콩나물,,,,,,,,,,,,,,,,,,
10325,참기름,명태참어묵,양배추,,,,,,,,,,,,,,,,
10326,명태참어묵,,,,,,,,,,,,,,,,,,
10327,떡국떡,두부,명태참어묵,,,,,,,,,,,,,,,,
10328,두부,완숙토마토,,,,,,,,,,,,,,,,,
10329,명태참어묵,,,,,,,,,,,,,,,,,,
10330,두부,콩나물,대파,,,,,,,,,,,,,,,,
10331,콩나물,명태참어묵,,,,,,,,,,,,,,,,,
10332,시금치,,,,,,,,,,,,,,,,,,
10333,콩나물,대파,,,,,,,,,,,,,,,,,
10334,명태참어묵,,,,,,,,,,,,,,,,,,
10335,콩나물,,,,,,,,,,,,,,,,,,
10336,두부,콩나물,,,,,,,,,,,,,,,,,
10337,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
10338,애호박,당근,중파,,,,,,,,,,,,,,,,
10339,중파,,,,,,,,,,,,,,,,,,
10340,두부,중파,,,,,,,,,,,,,,,,,
10341,가지,,,,,,,,,,,,,,,,,,
10342,두부,애호박,가지,,,,,,,,,,,,,,,,
10343,동물복지유정란,,,,,,,,,,,,,,,,,,
10344,유정란/친환경,,,,,,,,,,,,,,,,,,
10345,유정란/친환경,,,,,,,,,,,,,,,,,,
10346,유정란/친환경,,,,,,,,,,,,,,,,,,
10347,유정란/친환경,,,,,,,,,,,,,,,,,,
10348,백미/유,,,,,,,,,,,,,,,,,,
10349,콩나물,당면,,,,,,,,,,,,,,,,,
10350,떡국떡,,,,,,,,,,,,,,,,,,
10351,떡국떡,유정란/친환경,시금치,,,,,,,,,,,,,,,,
10352,두부,양파,,,,,,,,,,,,,,,,,
10353,동물복지유정란,월동무,월동무,대파,,,,,,,,,,,,,,,
10354,사과/,대파,,,,,,,,,,,,,,,,,
10355,떡국떡,떡국떡,양파,백미/유,얼음식혜,,,,,,,,,,,,,,
10356,유정란/친환경,콩나물,시금치,대파,,,,,,,,,,,,,,,
10357,두부,양파,동물복지유정란,시금치,딸기/,브로컬리,,,,,,,,,,,,,
10358,두부,시금치,백미/유,,,,,,,,,,,,,,,,
10359,양파,상추,브로컬리,대파,,,,,,,,,,,,,,,
10360,연두부,당근,찌개용두부,,,,,,,,,,,,,,,,
10361,유정란/친환경,양파,중파,,,,,,,,,,,,,,,,
10362,두부,콩나물,방울토마토/대추형,양배추,,,,,,,,,,,,,,,
10363,방울토마토/대추형,오분도미/유,무,브로컬리,중파,깻잎,,,,,,,,,,,,,
10364,콩국물,방울토마토/대추형,시금치,백미/유,,,,,,,,,,,,,,,
10365,중파,가지,사과,구운도시락김,양배추,,,,,,,,,,,,,,
10366,두부,오이,콩나물,애호박,무,부추,깻잎,,,,,,,,,,,,
10367,오이,가지,도토리묵,,,,,,,,,,,,,,,,
10368,콩국물,오이,상추,,,,,,,,,,,,,,,,
10369,중파,,,,,,,,,,,,,,,,,,
10370,깻잎,양배추,,,,,,,,,,,,,,,,,
10371,애호박,대파,가지,,,,,,,,,,,,,,,,
10372,당면,,,,,,,,,,,,,,,,,,
10373,두부,깻잎,,,,,,,,,,,,,,,,,
10374,중파,,,,,,,,,,,,,,,,,,
10375,콩나물,,,,,,,,,,,,,,,,,,
10376,두부,,,,,,,,,,,,,,,,,,
10377,얼갈이,,,,,,,,,,,,,,,,,,
10378,얼갈이,,,,,,,,,,,,,,,,,,
10379,브로컬리,,,,,,,,,,,,,,,,,,
10380,콩나물,,,,,,,,,,,,,,,,,,
10381,두부,,,,,,,,,,,,,,,,,,
10382,두부,유기농저지방우유,,,,,,,,,,,,,,,,,
10383,두부,완숙토마토,,,,,,,,,,,,,,,,,
10384,유정란/친환경,,,,,,,,,,,,,,,,,,
10385,유정란/친환경,,,,,,,,,,,,,,,,,,
10386,떡국떡,동물복지유정란,백미/유,,,,,,,,,,,,,,,,
10387,유정란/친환경,백미/유,,,,,,,,,,,,,,,,,
10388,찹쌀백미/유,,,,,,,,,,,,,,,,,,
10389,오분도미/유,,,,,,,,,,,,,,,,,,
10390,유정란/친환경,,,,,,,,,,,,,,,,,,
10391,양파,월동무,,,,,,,,,,,,,,,,,
10392,사과/,도토리묵,,,,,,,,,,,,,,,,,
10393,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
10394,도토리묵,,,,,,,,,,,,,,,,,,
10395,두부,월동무,,,,,,,,,,,,,,,,,
10396,사과/,깐마늘/난지형/유,대파,,,,,,,,,,,,,,,,
10397,양파,대파,,,,,,,,,,,,,,,,,
10398,콩나물,시금치,딸기/,브로컬리,월동무,,,,,,,,,,,,,,
10399,유정란/친환경,양파,콩나물,대파,,,,,,,,,,,,,,,
10400,양파,,,,,,,,,,,,,,,,,,
10401,두부,양파,,,,,,,,,,,,,,,,,
10402,브로컬리,유기농우유,,,,,,,,,,,,,,,,,
10403,중파,,,,,,,,,,,,,,,,,,
10404,두부,사과/,상추,부추,도토리묵,,,,,,,,,,,,,,
10405,유정란/친환경,얼갈이,,,,,,,,,,,,,,,,,
10406,두부,깻잎,,,,,,,,,,,,,,,,,
10407,콩나물,브로컬리,당근,쌈채소모음,,,,,,,,,,,,,,,
10408,오이,백미/유,,,,,,,,,,,,,,,,,
10409,두부,콩나물,,,,,,,,,,,,,,,,,
10410,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
10411,두부,,,,,,,,,,,,,,,,,,
10412,유정란/친환경,콩나물,얼음식혜,사과,,,,,,,,,,,,,,,
10413,두부,콩나물,상추,당근,중파,부추,,,,,,,,,,,,,
10414,콩나물,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
10415,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
10416,유정란/친환경,월동무,찌개용두부,,,,,,,,,,,,,,,,
10417,월동무,도토리묵,,,,,,,,,,,,,,,,,
10418,동물복지유정란,,,,,,,,,,,,,,,,,,
10419,두부,두부,유정란/친환경,유정란/친환경,명태참어묵,,,,,,,,,,,,,,
10420,대파,,,,,,,,,,,,,,,,,,
10421,콩나물,백미/유,,,,,,,,,,,,,,,,,
10422,유정란/친환경,대파,양배추,,,,,,,,,,,,,,,,
10423,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
10424,유정란/친환경,월동무,,,,,,,,,,,,,,,,,
10425,두부,동물복지유정란,,,,,,,,,,,,,,,,,
10426,찌개용두부,,,,,,,,,,,,,,,,,,
10427,찌개용두부,,,,,,,,,,,,,,,,,,
10428,유정란/친환경,,,,,,,,,,,,,,,,,,
10429,명태참어묵,중파,찌개용두부,,,,,,,,,,,,,,,,
10430,두부,유정란/친환경,중파,,,,,,,,,,,,,,,,
10431,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,,,,,,,
10432,동물복지유정란,,,,,,,,,,,,,,,,,,
10433,두부,유정란/친환경,중파,,,,,,,,,,,,,,,,
10434,유정란/친환경,,,,,,,,,,,,,,,,,,
10435,콩나물,,,,,,,,,,,,,,,,,,
10436,두부,,,,,,,,,,,,,,,,,,
10437,백미/유,,,,,,,,,,,,,,,,,,
10438,콩나물,,,,,,,,,,,,,,,,,,
10439,양파,찌개용두부,부추,,,,,,,,,,,,,,,,
10440,오이,콩나물,,,,,,,,,,,,,,,,,
10441,명태참어묵,,,,,,,,,,,,,,,,,,
10442,두부,,,,,,,,,,,,,,,,,,
10443,검은콩두유,,,,,,,,,,,,,,,,,,
10444,두부,,,,,,,,,,,,,,,,,,
10445,명태참어묵,검은콩두유,,,,,,,,,,,,,,,,,
10446,콩나물,,,,,,,,,,,,,,,,,,
10447,두부,,,,,,,,,,,,,,,,,,
10448,두부,,,,,,,,,,,,,,,,,,
10449,깐마늘/난지형/유,얼음식혜,,,,,,,,,,,,,,,,,
10450,유정란/친환경,,,,,,,,,,,,,,,,,,
10451,두부,,,,,,,,,,,,,,,,,,
10452,찌개용두부,,,,,,,,,,,,,,,,,,
10453,명태참어묵,,,,,,,,,,,,,,,,,,
10454,명태참어묵,깻잎,,,,,,,,,,,,,,,,,
10455,콩나물,,,,,,,,,,,,,,,,,,
10456,동물복지유정란,,,,,,,,,,,,,,,,,,
10457,두부,두부,상추,상추,상추,명태참어묵,명태참어묵,명태참어묵,깻잎,깻잎,,,,,,,,,
10458,동물복지유정란,,,,,,,,,,,,,,,,,,
10459,중파,,,,,,,,,,,,,,,,,,
10460,두부,,,,,,,,,,,,,,,,,,
10461,두부,찌개용두부,,,,,,,,,,,,,,,,,
10462,두부,명태참어묵,,,,,,,,,,,,,,,,,
10463,두부,,,,,,,,,,,,,,,,,,
10464,명태참어묵,찌개용두부,,,,,,,,,,,,,,,,,
10465,두부,찌개용두부,,,,,,,,,,,,,,,,,
10466,두부,,,,,,,,,,,,,,,,,,
10467,명태참어묵,,,,,,,,,,,,,,,,,,
10468,떡국떡,두부,,,,,,,,,,,,,,,,,
10469,유기농저지방우유,대파,,,,,,,,,,,,,,,,,
10470,두부,,,,,,,,,,,,,,,,,,
10471,두부,,,,,,,,,,,,,,,,,,
10472,두부,,,,,,,,,,,,,,,,,,
10473,팽이버섯,,,,,,,,,,,,,,,,,,
10474,황토숙주나물,부추,,,,,,,,,,,,,,,,,
10475,찌개용두부,,,,,,,,,,,,,,,,,,
10476,유정란/친환경,얼갈이,,,,,,,,,,,,,,,,,
10477,두부,,,,,,,,,,,,,,,,,,
10478,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
10479,두부,,,,,,,,,,,,,,,,,,
10480,두부,유정란/친환경,,,,,,,,,,,,,,,,,
10481,두부,,,,,,,,,,,,,,,,,,
10482,두부,,,,,,,,,,,,,,,,,,
10483,참기름,월동무,대파,,,,,,,,,,,,,,,,
10484,동물복지유정란,,,,,,,,,,,,,,,,,,
10485,떡국떡,콩나물,,,,,,,,,,,,,,,,,
10486,월동무,,,,,,,,,,,,,,,,,,
10487,두부,검은콩두유,,,,,,,,,,,,,,,,,
10488,월동무,,,,,,,,,,,,,,,,,,
10489,찌개용두부,,,,,,,,,,,,,,,,,,
10490,유정란/친환경,유정란/친환경,당근,,,,,,,,,,,,,,,,
10491,찌개용두부,,,,,,,,,,,,,,,,,,
10492,두부,브로컬리,,,,,,,,,,,,,,,,,
10493,동물복지유정란,,,,,,,,,,,,,,,,,,
10494,유정란/친환경,,,,,,,,,,,,,,,,,,
10495,상추,,,,,,,,,,,,,,,,,,
10496,양파,완숙토마토,,,,,,,,,,,,,,,,,
10497,유정란/친환경,완숙토마토,,,,,,,,,,,,,,,,,
10498,방울토마토/대추형,완숙토마토,양배추,,,,,,,,,,,,,,,,
10499,상추,,,,,,,,,,,,,,,,,,
10500,유정란/친환경,,,,,,,,,,,,,,,,,,
10501,상추,쌈채소모음,깻잎,,,,,,,,,,,,,,,,
10502,완숙토마토,,,,,,,,,,,,,,,,,,
10503,유정란/친환경,,,,,,,,,,,,,,,,,,
10504,양배추,,,,,,,,,,,,,,,,,,
10505,유정란/친환경,상추,,,,,,,,,,,,,,,,,
10506,찌개용두부,,,,,,,,,,,,,,,,,,
10507,오이,애호박,,,,,,,,,,,,,,,,,
10508,두부,오이,당근,양배추,,,,,,,,,,,,,,,
10509,유정란/친환경,,,,,,,,,,,,,,,,,,
10510,동물복지유정란,,,,,,,,,,,,,,,,,,
10511,참기름,,,,,,,,,,,,,,,,,,
10512,애호박,,,,,,,,,,,,,,,,,,
10513,양배추,,,,,,,,,,,,,,,,,,
10514,두부,무,,,,,,,,,,,,,,,,,
10515,찌개용두부,,,,,,,,,,,,,,,,,,
10516,찌개용두부,,,,,,,,,,,,,,,,,,
10517,두부,팽이버섯,,,,,,,,,,,,,,,,,
10518,유정란/친환경,당근,부추,,,,,,,,,,,,,,,,
10519,유정란/친환경,브로컬리,,,,,,,,,,,,,,,,,
10520,콩나물,,,,,,,,,,,,,,,,,,
10521,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
10522,백미/유,찌개용두부,,,,,,,,,,,,,,,,,
10523,찌개용두부,,,,,,,,,,,,,,,,,,
10524,백미/유,,,,,,,,,,,,,,,,,,
10525,당면,,,,,,,,,,,,,,,,,,
10526,찌개용두부,,,,,,,,,,,,,,,,,,
10527,당면,,,,,,,,,,,,,,,,,,
10528,찌개용두부,,,,,,,,,,,,,,,,,,
10529,두부,,,,,,,,,,,,,,,,,,
10530,백미/유,백미/유,,,,,,,,,,,,,,,,,
10531,구운도시락김,,,,,,,,,,,,,,,,,,
10532,백미/유,,,,,,,,,,,,,,,,,,
10533,콩나물,,,,,,,,,,,,,,,,,,
10534,콩나물,,,,,,,,,,,,,,,,,,
10535,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
10536,유정란/친환경,,,,,,,,,,,,,,,,,,
10537,두부,,,,,,,,,,,,,,,,,,
10538,유정란/친환경,양배추,,,,,,,,,,,,,,,,,
10539,유정란/친환경,,,,,,,,,,,,,,,,,,
10540,두부,,,,,,,,,,,,,,,,,,
10541,두부,,,,,,,,,,,,,,,,,,
10542,유정란/친환경,,,,,,,,,,,,,,,,,,
10543,두부,,,,,,,,,,,,,,,,,,
10544,대파,,,,,,,,,,,,,,,,,,
10545,유정란/친환경,,,,,,,,,,,,,,,,,,
10546,두부,,,,,,,,,,,,,,,,,,
10547,두부,,,,,,,,,,,,,,,,,,
10548,두부,,,,,,,,,,,,,,,,,,
10549,두부,,,,,,,,,,,,,,,,,,
10550,두부,,,,,,,,,,,,,,,,,,
10551,두부,,,,,,,,,,,,,,,,,,
10552,사과/,딸기/,참기름,,,,,,,,,,,,,,,,
10553,쌈채소모음,,,,,,,,,,,,,,,,,,
10554,대파,,,,,,,,,,,,,,,,,,
10555,누룽지,,,,,,,,,,,,,,,,,,
10556,콩나물,구운도시락김,,,,,,,,,,,,,,,,,
10557,양파,오이,당근,팽이버섯,찌개용두부,,,,,,,,,,,,,,
10558,찌개용두부,,,,,,,,,,,,,,,,,,
10559,유정란/친환경,,,,,,,,,,,,,,,,,,
10560,중파,,,,,,,,,,,,,,,,,,
10561,유정란/친환경,부추,,,,,,,,,,,,,,,,,
10562,유정란/친환경,,,,,,,,,,,,,,,,,,
10563,중파,,,,,,,,,,,,,,,,,,
10564,유정란/친환경,,,,,,,,,,,,,,,,,,
10565,유정란/친환경,백미/유,당근,,,,,,,,,,,,,,,,
10566,떡국떡,유정란/친환경,동물복지유정란,월동무,대파,양배추,,,,,,,,,,,,,
10567,유정란/친환경,,,,,,,,,,,,,,,,,,
10568,유정란/친환경,시금치,당근,,,,,,,,,,,,,,,,
10569,당면,,,,,,,,,,,,,,,,,,
10570,시금치,백미/유,대파,,,,,,,,,,,,,,,,
10571,명태참어묵,,,,,,,,,,,,,,,,,,
10572,떡국떡,두부,깐마늘/난지형/유,얼음식혜,,,,,,,,,,,,,,,
10573,당근,,,,,,,,,,,,,,,,,,
10574,백미/유,당근,찹쌀백미/유,,,,,,,,,,,,,,,,
10575,동물복지유정란,동물복지유정란,,,,,,,,,,,,,,,,,
10576,깐마늘/난지형/유,당근,,,,,,,,,,,,,,,,,
10577,유정란/친환경,브로컬리,,,,,,,,,,,,,,,,,
10578,양파,시금치,당근,,,,,,,,,,,,,,,,
10579,유정란/친환경,양배추,,,,,,,,,,,,,,,,,
10580,백미/유,브로컬리,,,,,,,,,,,,,,,,,
10581,당근,,,,,,,,,,,,,,,,,,
10582,팽이버섯,,,,,,,,,,,,,,,,,,
10583,유정란/친환경,양파,찌개용두부,,,,,,,,,,,,,,,,
10584,양파,양배추,,,,,,,,,,,,,,,,,
10585,사과/,당근,,,,,,,,,,,,,,,,,
10586,양파,,,,,,,,,,,,,,,,,,
10587,유정란/친환경,양파,백미/유,브로컬리,당근,팽이버섯,양배추,,,,,,,,,,,,
10588,백미/유,당근,월동무,,,,,,,,,,,,,,,,
10589,유정란/친환경,,,,,,,,,,,,,,,,,,
10590,오이,,,,,,,,,,,,,,,,,,
10591,시금치,찌개용두부,,,,,,,,,,,,,,,,,
10592,유정란/친환경,중파,,,,,,,,,,,,,,,,,
10593,유정란/친환경,,,,,,,,,,,,,,,,,,
10594,방울토마토/대추형,시금치,백미/유,참기름,깻잎,,,,,,,,,,,,,,
10595,오이,방울토마토/대추형,,,,,,,,,,,,,,,,,
10596,양파,오이,브로컬리,당근,,,,,,,,,,,,,,,
10597,유정란/친환경,백미/유,,,,,,,,,,,,,,,,,
10598,오이,당근,찌개용두부,,,,,,,,,,,,,,,,
10599,동물복지유정란,깻잎,,,,,,,,,,,,,,,,,
10600,동물복지유정란,애호박,어린잎채소,브로컬리,당근,중파,,,,,,,,,,,,,
10601,동물복지유정란,오이,백미/유,,,,,,,,,,,,,,,,
10602,양파,동물복지유정란,오이,애호박,당근,찌개용두부,가지,,,,,,,,,,,,
10603,애호박,찌개용두부,,,,,,,,,,,,,,,,,
10604,오이,당근,,,,,,,,,,,,,,,,,
10605,오이,,,,,,,,,,,,,,,,,,
10606,상추,애호박,당근,복숭아,,,,,,,,,,,,,,,
10607,동물복지유정란,오이,,,,,,,,,,,,,,,,,
10608,유정란/친환경,,,,,,,,,,,,,,,,,,
10609,유정란/친환경,양파,,,,,,,,,,,,,,,,,
10610,동물복지유정란,백미/유,,,,,,,,,,,,,,,,,
10611,유정란/친환경,찌개용두부,,,,,,,,,,,,,,,,,
10612,동물복지유정란,,,,,,,,,,,,,,,,,,
10613,백미/유,무,,,,,,,,,,,,,,,,,
10614,동물복지유정란,,,,,,,,,,,,,,,,,,
10615,동물복지유정란,깻잎,,,,,,,,,,,,,,,,,
10616,오이,가지,,,,,,,,,,,,,,,,,
10617,동물복지유정란,애호박,무,찌개용두부,,,,,,,,,,,,,,,
10618,찌개용두부,,,,,,,,,,,,,,,,,,
10619,애호박,찌개용두부,,,,,,,,,,,,,,,,,
10620,찌개용두부,,,,,,,,,,,,,,,,,,
10621,동물복지유정란,깻잎,,,,,,,,,,,,,,,,,
10622,찌개용두부,,,,,,,,,,,,,,,,,,
10623,깻잎,,,,,,,,,,,,,,,,,,
10624,동물복지유정란,,,,,,,,,,,,,,,,,,
10625,찹쌀백미/유,,,,,,,,,,,,,,,,,,
10626,참기름,,,,,,,,,,,,,,,,,,
10627,월동무,,,,,,,,,,,,,,,,,,
10628,명태참어묵,,,,,,,,,,,,,,,,,,
10629,콩나물,,,,,,,,,,,,,,,,,,
10630,황토숙주나물,,,,,,,,,,,,,,,,,,
10631,명태참어묵,,,,,,,,,,,,,,,,,,
10632,두부,,,,,,,,,,,,,,,,,,
10633,대파,,,,,,,,,,,,,,,,,,
10634,두부,,,,,,,,,,,,,,,,,,
10635,유정란/친환경,연두부,딸기/,유기농저지방우유,,,,,,,,,,,,,,,
10636,두부,,,,,,,,,,,,,,,,,,
10637,유기농저지방우유,,,,,,,,,,,,,,,,,,
10638,두부,대파,당면,,,,,,,,,,,,,,,,
10639,유기농저지방우유,,,,,,,,,,,,,,,,,,
10640,두부,당근,유기농우유,깻잎,,,,,,,,,,,,,,,
10641,두부,양파,콩나물,,,,,,,,,,,,,,,,
10642,두부,오분도미/유,,,,,,,,,,,,,,,,,
10643,유정란/친환경,,,,,,,,,,,,,,,,,,
10644,오분도미/유,완숙토마토,유기농저지방우유,,,,,,,,,,,,,,,,
10645,두부,양파,콩나물,가지,,,,,,,,,,,,,,,
10646,완숙토마토,완숙토마토,,,,,,,,,,,,,,,,,
10647,복숭아,,,,,,,,,,,,,,,,,,
10648,두부,양파,,,,,,,,,,,,,,,,,
10649,콩나물,당근,유기농우유,,,,,,,,,,,,,,,,
10650,완숙토마토,,,,,,,,,,,,,,,,,,
10651,두부,양파,백미/유,유기농저지방우유,,,,,,,,,,,,,,,
10652,두부,방울토마토/대추형,완숙토마토,,,,,,,,,,,,,,,,
10653,콩나물,시금치,대파,,,,,,,,,,,,,,,,
10654,콩나물,,,,,,,,,,,,,,,,,,
10655,유정란/친환경,참기름,당근,,,,,,,,,,,,,,,,
10656,양파,콩나물,대파,,,,,,,,,,,,,,,,
10657,양파,대파,찌개용두부,,,,,,,,,,,,,,,,
10658,동물복지유정란,유기농저지방우유,,,,,,,,,,,,,,,,,
10659,사과/,,,,,,,,,,,,,,,,,,
10660,유정란/친환경,,,,,,,,,,,,,,,,,,
10661,유정란/친환경,쌈채소모음,,,,,,,,,,,,,,,,,
10662,유정란/친환경,쌈채소모음,,,,,,,,,,,,,,,,,
10663,유정란/친환경,,,,,,,,,,,,,,,,,,
10664,양파,,,,,,,,,,,,,,,,,,
10665,대파,,,,,,,,,,,,,,,,,,
10666,양파,오이,콩나물,,,,,,,,,,,,,,,,
10667,쌈채소모음,,,,,,,,,,,,,,,,,,
10668,양파,동물복지유정란,,,,,,,,,,,,,,,,,
10669,양파,양파,완숙토마토,중파,,,,,,,,,,,,,,,
10670,두부,콩나물,,,,,,,,,,,,,,,,,
10671,양파,백미/유,,,,,,,,,,,,,,,,,
10672,깐마늘/난지형/유,당근,얼갈이,중파,부추,,,,,,,,,,,,,,
10673,유정란/친환경,,,,,,,,,,,,,,,,,,
10674,중파,찌개용두부,,,,,,,,,,,,,,,,,
10675,당근,,,,,,,,,,,,,,,,,,
10676,연두부,깐마늘/난지형/유,양배추,,,,,,,,,,,,,,,,
10677,콩나물,중파,,,,,,,,,,,,,,,,,
10678,얼갈이,가지,양배추,,,,,,,,,,,,,,,,
10679,중파,,,,,,,,,,,,,,,,,,
10680,양배추,,,,,,,,,,,,,,,,,,
10681,당근,,,,,,,,,,,,,,,,,,
10682,두부,부추,,,,,,,,,,,,,,,,,
10683,양파,,,,,,,,,,,,,,,,,,
10684,무,중파,,,,,,,,,,,,,,,,,
10685,당근,,,,,,,,,,,,,,,,,,
10686,쌈채소모음,,,,,,,,,,,,,,,,,,
10687,유정란/친환경,오이,콩나물,중파,,,,,,,,,,,,,,,
10688,동물복지유정란,,,,,,,,,,,,,,,,,,
10689,월동무,,,,,,,,,,,,,,,,,,
10690,월동무,얼음식혜,당면,,,,,,,,,,,,,,,,
10691,브로컬리,,,,,,,,,,,,,,,,,,
10692,오이,중파,,,,,,,,,,,,,,,,,
10693,오이,,,,,,,,,,,,,,,,,,
10694,브로컬리,,,,,,,,,,,,,,,,,,
10695,브로컬리,당근,,,,,,,,,,,,,,,,,
10696,당근,,,,,,,,,,,,,,,,,,
10697,오이,브로컬리,얼갈이,부추,,,,,,,,,,,,,,,
10698,브로컬리,,,,,,,,,,,,,,,,,,
10699,유정란/친환경,브로컬리,양배추,,,,,,,,,,,,,,,,
10700,브로컬리,당근,,,,,,,,,,,,,,,,,
10701,브로컬리,,,,,,,,,,,,,,,,,,
10702,당근,중파,양배추,,,,,,,,,,,,,,,,
10703,유정란/친환경,,,,,,,,,,,,,,,,,,
10704,오이,,,,,,,,,,,,,,,,,,
10705,오이,,,,,,,,,,,,,,,,,,
10706,당근,사과,,,,,,,,,,,,,,,,,
10707,얼음식혜,,,,,,,,,,,,,,,,,,
10708,떡국떡,,,,,,,,,,,,,,,,,,
10709,유정란/친환경,,,,,,,,,,,,,,,,,,
10710,떡국떡,,,,,,,,,,,,,,,,,,
10711,떡국떡,중파,,,,,,,,,,,,,,,,,
10712,콩나물,,,,,,,,,,,,,,,,,,
10713,두부,찌개용두부,,,,,,,,,,,,,,,,,
10714,떡국떡,두부,동물복지유정란,콩나물,당근,찌개용두부,,,,,,,,,,,,,
10715,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
10716,양배추,,,,,,,,,,,,,,,,,,
10717,유정란/친환경,무,,,,,,,,,,,,,,,,,
10718,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
10719,완숙토마토,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
10720,동물복지유정란,시금치,백미/유,,,,,,,,,,,,,,,,
10721,사과/,완숙토마토,,,,,,,,,,,,,,,,,
10722,대파,,,,,,,,,,,,,,,,,,
10723,백미/유,대파,,,,,,,,,,,,,,,,,
10724,당면,,,,,,,,,,,,,,,,,,
10725,떡국떡,,,,,,,,,,,,,,,,,,
10726,대파,양배추,,,,,,,,,,,,,,,,,
10727,깐마늘/난지형/유,대파,,,,,,,,,,,,,,,,,
10728,양배추,,,,,,,,,,,,,,,,,,
10729,유정란/친환경,오이,백미/유,중파,,,,,,,,,,,,,,,
10730,중파,,,,,,,,,,,,,,,,,,
10731,오이,얼갈이,,,,,,,,,,,,,,,,,
10732,얼갈이,중파,,,,,,,,,,,,,,,,,
10733,양파,,,,,,,,,,,,,,,,,,
10734,찌개용두부,,,,,,,,,,,,,,,,,,
10735,시금치,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
10736,부추,,,,,,,,,,,,,,,,,,
10737,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
10738,방울토마토/대추형,중파,,,,,,,,,,,,,,,,,
10739,오이,중파,,,,,,,,,,,,,,,,,
10740,애호박,얼갈이,중파,,,,,,,,,,,,,,,,
10741,무,깐마늘/난지형/유,가지,,,,,,,,,,,,,,,,
10742,중파,,,,,,,,,,,,,,,,,,
10743,오이,,,,,,,,,,,,,,,,,,
10744,중파,,,,,,,,,,,,,,,,,,
10745,중파,,,,,,,,,,,,,,,,,,
10746,오이,방울토마토/대추형,깐마늘/난지형/유,,,,,,,,,,,,,,,,
10747,떡국떡,,,,,,,,,,,,,,,,,,
10748,얼갈이,,,,,,,,,,,,,,,,,,
10749,떡국떡,상추,백미/유,무,깐마늘/난지형/유,,,,,,,,,,,,,,
10750,방울토마토/대추형,,,,,,,,,,,,,,,,,,
10751,대파,,,,,,,,,,,,,,,,,,
10752,도토리묵,,,,,,,,,,,,,,,,,,
10753,양파,깐마늘/난지형/유,,,,,,,,,,,,,,,,,
10754,당근,,,,,,,,,,,,,,,,,,
10755,유정란/친환경,당근,,,,,,,,,,,,,,,,,
10756,유정란/친환경,,,,,,,,,,,,,,,,,,
10757,양배추,,,,,,,,,,,,,,,,,,
10758,양배추,,,,,,,,,,,,,,,,,,
10759,양배추,,,,,,,,,,,,,,,,,,
10760,백미/유,,,,,,,,,,,,,,,,,,
10761,유정란/친환경,,,,,,,,,,,,,,,,,,
10762,누룽지,,,,,,,,,,,,,,,,,,
10763,유정란/친환경,,,,,,,,,,,,,,,,,,
10764,백미/유,,,,,,,,,,,,,,,,,,
10765,콩나물,,,,,,,,,,,,,,,,,,
