,회원번호,주문일시,전체물품명
140,561072512,2021-01-22,유정란/친환경
141,561072512,2021-01-27,양파
142,561072512,2021-01-30,두부$유정란/친환경
143,561072512,2021-02-01,콩나물
144,561072512,2021-02-19,동물복지유정란$콩나물$사과당근즙
145,561072512,2021-03-07,백미/유
146,561072512,2021-03-25,유정란/친환경
147,561072512,2021-04-22,동물복지유정란
148,561072512,2021-04-29,단무지
149,569849536,2021-04-28,사과당근즙
150,569849536,2021-05-01,과일푸딩$사과당근즙
151,579432064,2021-08-23,당근
152,582926912,2021-10-28,하늘바다새우
153,584686400,2021-10-19,양파$애호박$사과당근즙$상큼한포도
154,585707200,2021-10-20,유정란/친환경$하늘바다새우$밥풀과자
155,585788864,2021-01-17,팽이버섯
156,585788864,2021-02-10,대파
157,585788864,2021-03-30,찌개용두부
158,585788864,2021-03-31,양파$대파
159,585788864,2021-05-04,양파$중파
160,585788864,2021-05-11,콩나물
161,585788864,2021-05-21,현미유
162,585788864,2021-06-27,브로컬리
163,585788864,2021-07-07,유정란/친환경
164,585788864,2021-07-16,두부$중파
165,585788864,2021-07-20,누룽지
166,585788864,2021-08-16,어린잎채소
167,585788864,2021-09-13,중파$팽이버섯
168,590967104,2021-06-25,두부$유정란/친환경$양배추
169,590967104,2021-07-05,두부$백미/유
170,592789696,2021-02-13,과일푸딩$과일푸딩$사과당근즙
171,592789696,2021-02-21,딸기잼$쥬키니호박
172,592789696,2021-02-26,백미/유$당근
173,592789696,2021-03-05,청경채
174,592789696,2021-03-06,찌개용두부
175,592789696,2021-03-12,양배추
176,592789696,2021-03-16,연두부$사과당근즙$상큼한포도
177,592789696,2021-03-28,카스텔라
178,592789696,2021-04-03,두부$양파$양배추$닭가슴살
179,592789696,2021-04-11,사과당근즙$밥풀과자
180,592789696,2021-04-16,두부$7곡딸기롤과자
181,592789696,2021-04-18,유정란/친환경$현미유
182,592789696,2021-04-19,시금치$사과당근즙
183,592789696,2021-04-24,과일푸딩
184,592789696,2021-04-26,당근$단무지$상큼한포도
185,592789696,2021-04-27,카스텔라
186,592789696,2021-05-04,두부
187,592789696,2021-05-11,양파
188,592789696,2021-06-05,두부$현미유
189,592789696,2021-06-11,애호박$검은콩두유$가지$사과당근즙$상큼한포도
190,592789696,2021-06-22,두부$방울토마토/대추형$애호박$양배추
191,592789696,2021-07-03,오이$청경채$상큼한포도
192,592789696,2021-07-12,콩나물$애호박$카스텔라
193,592789696,2021-07-16,상큼한포도
194,592789696,2021-07-23,현미유$과일푸딩
195,592789696,2021-07-27,누룽지
196,592789696,2021-08-02,방울토마토/대추형$방울토마토/대추형
197,592789696,2021-08-12,콩나물$청경채
198,592789696,2021-08-27,카스텔라
199,592789696,2021-08-31,콩나물$과일푸딩
200,592789696,2021-10-01,콩나물$찌개용두부
201,592789696,2021-10-17,카스텔라
202,595597824,2021-01-03,시금치$당근
203,595597824,2021-01-10,시금치$명태참어묵$하늘바다새우
204,595597824,2021-01-21,현미유
205,595597824,2021-01-25,대파$찌개용두부
206,595597824,2021-02-10,시금치
207,595597824,2021-02-15,유정란/친환경$현미유
208,595597824,2021-02-20,당근$찌개용두부
209,595597824,2021-02-22,시금치
210,595597824,2021-03-01,대파
211,595597824,2021-03-10,백미/유
212,595597824,2021-04-13,백미/유$백미/유
213,595597824,2021-04-24,청경채
214,595597824,2021-05-15,카스텔라
215,595597824,2021-05-19,오이$콩나물$카스텔라
216,595597824,2021-05-28,찌개용두부
217,595597824,2021-05-31,애호박$찌개용두부
218,595597824,2021-06-11,두부$오이$애호박
219,595597824,2021-06-19,오이$당근$중파
220,595597824,2021-06-24,두부$애호박
221,595597824,2021-07-04,가지
222,595597824,2021-07-06,현미유
223,595597824,2021-07-10,양파$중파
224,595597824,2021-07-16,오이$애호박$양배추
225,595597824,2021-07-19,카스텔라
226,595597824,2021-07-24,청경채$찌개용두부
227,595597824,2021-07-27,카스텔라$유기농우유$가지
228,595597824,2021-08-10,애호박
229,595597824,2021-08-17,하늘바다새우
230,595597824,2021-08-24,가지
231,595597824,2021-08-27,카스텔라$가지
232,595597824,2021-09-22,구운도시락김
233,595597824,2021-09-27,오이$애호박$우유
234,595597824,2021-10-26,오이
235,596653888,2021-06-22,두부$연두부$감귤즙
236,596653888,2021-07-04,연두부$상큼한감귤&한라봉$감귤즙
237,596653888,2021-07-10,상큼한감귤&한라봉
238,596653888,2021-07-24,연두부$상큼한포도
239,596653888,2021-07-26,얼음식혜
240,596653888,2021-08-22,사과당근즙$감귤즙
241,596653888,2021-10-08,콩나물$연두부$백미/유
242,605271296,2021-01-02,우유$과일푸딩
243,605271296,2021-01-04,두부$유정란/친환경$당근
244,605271296,2021-01-12,두부$유정란/친환경$당근$명태참어묵$쥬키니호박$양송이버섯
245,605271296,2021-01-17,양파$동물복지유정란$닭가슴살
246,605271296,2021-01-19,동물복지유정란$브로컬리
247,605271296,2021-01-23,유정란/친환경$당근$쥬키니호박
248,605271296,2021-02-04,양송이버섯
249,605271296,2021-02-12,당근
250,605271296,2021-02-20,두부$유정란/친환경$사과당근즙
251,607852992,2021-01-29,딸기잼
252,607852992,2021-04-26,상큼한감귤&한라봉
253,608114688,2021-01-04,찌개용두부
254,608114688,2021-01-11,콩나물$연두부
255,608114688,2021-01-20,콩나물
256,608114688,2021-01-22,연두부
257,608114688,2021-01-29,연두부$당근$단무지
258,608114688,2021-02-05,콩나물
259,608114688,2021-02-11,콩나물$당근
260,608114688,2021-02-19,두부
261,608114688,2021-02-23,콩나물$콩나물$연두부$연두부$밥풀과자
262,608114688,2021-03-04,콩나물
263,608114688,2021-03-10,콩나물$밥풀과자
264,608114688,2021-03-11,하늘바다새우
265,608114688,2021-03-17,연두부$명태참어묵
266,608114688,2021-04-07,콩나물$하늘땅감자
267,608114688,2021-04-14,브로컬리$당근
268,608114688,2021-04-21,콩나물$연두부$하늘땅감자$찌개용두부$밥풀과자$감귤즙
269,608114688,2021-04-29,찌개용두부
270,608114688,2021-05-12,찌개용두부
271,608114688,2021-05-20,콩나물$하늘바다새우$과일푸딩
272,608114688,2021-06-02,브로컬리
273,608114688,2021-06-10,연두부$당근
274,608114688,2021-06-24,찌개용두부$양배추
275,608114688,2021-07-14,찌개용두부
276,608114688,2021-07-21,연두부
277,608114688,2021-07-31,콩나물$밥풀과자
278,608114688,2021-08-08,하늘바다새우
279,608114688,2021-08-19,콩나물$찌개용두부
280,608114688,2021-09-01,찌개용두부
281,608114688,2021-09-15,콩나물
282,608114688,2021-09-30,콩나물$찌개용두부
283,608114688,2021-10-03,하늘바다새우$밥풀과자
284,608114688,2021-10-20,연두부
285,608114688,2021-10-28,찌개용두부
286,609653312,2021-07-20,가지
287,610794752,2021-05-25,찌개용두부$단무지$상큼한포도
288,611466624,2021-01-07,콩나물
289,611466624,2021-02-20,유정란/친환경
290,611466624,2021-05-11,당근
291,611466624,2021-05-20,유정란/친환경
292,614434368,2021-01-04,두부
293,614434368,2021-02-08,두부
294,614434368,2021-03-05,두부
295,614434368,2021-03-22,두부
296,614434368,2021-04-01,두부
297,614434368,2021-04-18,두부
298,614434368,2021-05-17,두부
299,614434368,2021-07-11,두부
300,614434368,2021-08-17,두부
301,614434368,2021-09-01,두부
302,614434368,2021-09-11,두부$중파
303,614434368,2021-09-23,두부$중파
304,614434368,2021-10-04,두부
305,614434368,2021-10-30,두부
306,617066176,2021-03-23,카스텔라
307,617066176,2021-04-02,유기농성이시돌목장우유
308,617066176,2021-04-15,브로컬리$팽이버섯
309,617066176,2021-04-17,연두부$카스텔라
310,617066176,2021-04-24,유기농성이시돌목장우유$사과당근즙
311,617066176,2021-04-26,연두부$검은콩두유$쥬키니호박
312,617066176,2021-05-03,양파$유기농성이시돌목장우유
313,617066176,2021-05-08,두부$쥬키니호박
314,617066176,2021-05-18,연두부$무$당근
315,617066176,2021-05-21,상큼한감귤&채소
316,617066176,2021-05-23,오이$카스텔라
317,617066176,2021-06-02,두부$애호박$가지$유기농성이시돌목장우유$양배추
318,617066176,2021-06-06,양파$무
319,617066176,2021-07-05,가지
320,617066176,2021-07-24,유기농성이시돌목장우유
321,617066176,2021-07-27,유기농성이시돌목장우유
322,617066176,2021-08-02,카스텔라$유기농성이시돌목장우유
323,617066176,2021-08-10,두부$우유
324,617066176,2021-08-14,중파
325,617066176,2021-08-29,두부
326,617066176,2021-09-10,두부
327,617066176,2021-09-22,7곡딸기롤과자
328,617066176,2021-10-10,두부$콩나물
329,617066176,2021-10-26,애호박
330,618868352,2021-06-07,양파
331,618868352,2021-08-03,얼음식혜
332,627407808,2021-08-10,유기농우유
333,630494336,2021-01-16,두부
334,630494336,2021-01-24,두부
335,630494336,2021-03-19,유정란/친환경$양파
336,630494336,2021-04-05,두부$찌개용두부$유기농성이시돌목장우유
337,630494336,2021-08-31,방울토마토/대추형
338,630494336,2021-10-08,동물복지유정란
339,630494336,2021-10-14,유정란/친환경
340,630494336,2021-10-22,유정란/친환경
341,632359616,2021-02-23,7곡딸기롤과자$유기농성이시돌목장우유
342,632359616,2021-03-06,단무지
343,632359616,2021-05-03,딸기잼
344,632359616,2021-06-04,유정란/친환경$우유
345,637103552,2021-01-29,두부$동물복지유정란
346,637103552,2021-03-08,두부$단무지$닭가슴살
347,637103552,2021-04-27,단무지
348,637103552,2021-05-15,유정란/친환경$딸기잼$당근
349,637103552,2021-05-28,하늘바다새우$찌개용두부
350,637103552,2021-05-31,하늘바다새우$닭가슴살
351,637103552,2021-06-12,유정란/친환경$콩나물
352,637103552,2021-06-18,두부$유정란/친환경$명태참어묵
353,637103552,2021-07-02,유정란/친환경$백미/유$명태참어묵
354,637103552,2021-07-03,무$가지
355,637103552,2021-07-24,유정란/친환경$청경채$사과당근즙
356,637103552,2021-08-06,두부$유정란/친환경$오이$콩나물
357,637103552,2021-08-17,오이$무$당근
358,637103552,2021-08-29,두부$유정란/친환경$가지
359,637103552,2021-10-04,유정란/친환경$백미/유
360,637103552,2021-10-17,단무지
361,640668928,2021-01-18,양배추
362,640668928,2021-01-29,명태참어묵
363,640668928,2021-01-31,동물복지유정란$명태참어묵$양배추
364,640668928,2021-03-14,두부$유정란/친환경
365,640668928,2021-03-19,찌개용두부$양배추
366,640668928,2021-03-26,찌개용두부
367,640668928,2021-04-23,동물복지유정란$찌개용두부
368,640668928,2021-05-17,찌개용두부
369,640668928,2021-05-22,양배추
370,640668928,2021-07-03,양배추
371,640668928,2021-07-19,브로컬리
372,640668928,2021-07-21,브로컬리
373,640668928,2021-08-03,양배추
374,640668928,2021-08-23,양배추
375,640668928,2021-09-01,양배추
376,640668928,2021-09-04,찌개용두부$양배추
377,640668928,2021-09-12,두부
378,640668928,2021-09-18,찌개용두부
379,640668928,2021-10-08,찌개용두부
380,640668928,2021-10-26,명태참어묵
381,640668928,2021-10-31,찌개용두부
382,641678592,2021-01-23,두부
383,642489664,2021-01-02,유정란/친환경
384,642489664,2021-02-03,유정란/친환경
385,642489664,2021-03-09,두부$찌개용두부
386,642489664,2021-03-29,유정란/친환경
387,642489664,2021-04-18,누룽지
388,642489664,2021-07-10,두부$애호박$백미/유
389,642489664,2021-07-21,오이
390,642489664,2021-09-10,유정란/친환경$찌개용두부
391,642974080,2021-01-09,유정란/친환경
392,642974080,2021-01-19,유정란/친환경$쥬키니호박
393,642974080,2021-02-07,양파$딸기잼$동물복지유정란$대파$검은콩두유
394,642974080,2021-02-12,유정란/친환경
395,642974080,2021-02-13,검은콩두유
396,642974080,2021-02-15,동물복지유정란
397,642974080,2021-02-26,사과/$상큼한포도
398,642974080,2021-02-28,사과/
399,642974080,2021-03-06,유정란/친환경
400,642974080,2021-03-08,유정란/친환경
401,642974080,2021-03-11,딸기잼
402,642974080,2021-04-06,양파$찌개용두부
403,642974080,2021-04-10,양파$양배추
404,642974080,2021-04-17,찌개용두부
405,642974080,2021-04-20,유정란/친환경$오이
406,642974080,2021-04-23,양파$오이
407,642974080,2021-04-27,유정란/친환경$오이
408,642974080,2021-05-03,양파
409,642974080,2021-05-04,찌개용두부
410,642974080,2021-05-07,양파$팽이버섯
411,642974080,2021-05-11,동물복지유정란$오이$양송이버섯
412,642974080,2021-05-13,동물복지유정란
413,642974080,2021-05-14,찌개용두부
414,642974080,2021-05-19,중파
415,642974080,2021-06-11,찌개용두부
416,642974080,2021-06-12,검은콩두유
417,642974080,2021-06-16,어린잎채소$팽이버섯$가지
418,642974080,2021-06-27,중파
419,642974080,2021-07-02,유정란/친환경
420,642974080,2021-07-04,유기농성이시돌목장우유
421,642974080,2021-07-09,유기농성이시돌목장우유
422,642974080,2021-07-12,유정란/친환경
423,642974080,2021-07-24,유기농성이시돌목장우유
424,642974080,2021-07-25,유정란/친환경
425,642974080,2021-07-29,팽이버섯
426,642974080,2021-08-03,양파$가지
427,642974080,2021-08-06,유정란/친환경$양배추
428,642974080,2021-08-13,유정란/친환경$양파$찌개용두부$양송이버섯
429,642974080,2021-08-20,방울토마토/대추형$연두부$어린잎채소$검은콩두유
430,642974080,2021-08-22,당근
431,642974080,2021-08-24,오이$양배추
432,642974080,2021-08-29,오이
433,642974080,2021-09-07,팽이버섯$양송이버섯
434,642974080,2021-09-14,오이
435,642974080,2021-09-19,양파$동물복지유정란$오이
436,642974080,2021-09-20,유정란/친환경
437,642974080,2021-09-28,오이$가지
438,642974080,2021-10-01,찌개용두부
439,642974080,2021-10-03,양파
440,642974080,2021-10-04,동물복지유정란$무
441,642974080,2021-10-05,무
442,642974080,2021-10-11,유정란/친환경
443,642974080,2021-10-12,청경채
444,642974080,2021-10-13,유정란/친환경$양송이버섯
445,642974080,2021-10-16,양파
446,642974080,2021-10-17,유정란/친환경$오이
447,642974080,2021-10-24,양파
448,642974080,2021-10-30,유정란/친환경
449,653076288,2021-02-24,당근
450,654568512,2021-07-08,콩나물
451,654568512,2021-09-30,두부
452,654568512,2021-10-07,어린잎채소
453,655659840,2021-01-02,유정란/친환경$양파$과일푸딩$닭가슴살
454,655659840,2021-01-04,과일푸딩$상큼한포도
455,655659840,2021-01-05,우유
456,655659840,2021-01-06,당근$닭가슴살
457,655659840,2021-01-11,백미/유
458,655659840,2021-01-18,어린잎채소
459,655659840,2021-01-23,동물복지유정란$연두부$연두부$상큼한포도
460,655659840,2021-01-26,양파
461,655659840,2021-01-27,과일푸딩
462,655659840,2021-02-01,동물복지유정란$콩나물$어린잎채소
463,655659840,2021-02-02,백미/유$당근$명태참어묵$닭가슴살
464,655659840,2021-02-04,동물복지유정란$하늘땅감자$팽이버섯
465,655659840,2021-02-10,양파$어린잎채소
466,655659840,2021-02-19,동물복지유정란
467,655659840,2021-02-22,양파$동물복지유정란$유기농성이시돌목장우유
468,655659840,2021-02-24,두부$유정란/친환경$콩나물$닭가슴살
469,655659840,2021-02-26,두부
470,655659840,2021-03-03,명태참어묵
471,655659840,2021-03-05,닭가슴살
472,655659840,2021-03-16,두부$콩나물
473,655659840,2021-03-30,양파$당근
474,655659840,2021-04-10,유정란/친환경$당근
475,655659840,2021-04-13,백미/유
476,655659840,2021-04-25,유정란/친환경
477,655659840,2021-04-28,양파
478,655659840,2021-05-11,두부$양파
479,655659840,2021-05-15,백미/유
480,655659840,2021-05-22,백미/유$하늘바다새우
481,655659840,2021-05-27,유정란/친환경$과일푸딩
482,655659840,2021-06-01,유정란/친환경$유정란/친환경
483,655659840,2021-06-15,두부
484,655659840,2021-06-22,유정란/친환경$유기농우유$유기농성이시돌목장우유
485,655659840,2021-06-26,유정란/친환경$얼음식혜
486,655659840,2021-07-06,유정란/친환경
487,655659840,2021-07-13,유정란/친환경$연두부$브로컬리$양배추
488,655659840,2021-07-19,우유
489,655659840,2021-07-23,유정란/친환경$가지
490,655659840,2021-07-25,두부$애호박
491,655659840,2021-07-29,7곡딸기롤과자$하늘바다새우$검은콩두유
492,655659840,2021-08-03,동물복지유정란
493,655659840,2021-08-06,가지$양배추
494,655659840,2021-08-13,애호박
495,655659840,2021-08-24,동물복지유정란$콩나물$백미/유
496,655659840,2021-09-04,유정란/친환경$가지
497,655659840,2021-09-14,두부$유정란/친환경
498,655659840,2021-09-28,동물복지유정란$콩나물
499,655659840,2021-09-29,상큼한포도
500,655659840,2021-10-01,두부
501,655659840,2021-10-08,유기농우유
502,655659840,2021-10-15,동물복지유정란$명태참어묵
503,655659840,2021-10-21,우유
504,655659840,2021-10-30,유정란/친환경
505,656673216,2021-01-06,카스텔라
506,656673216,2021-01-10,양파$시금치
507,656673216,2021-01-19,유정란/친환경$콩나물$당근$상큼한감귤&한라봉
508,656673216,2021-01-22,당근$상큼한감귤&한라봉
509,656673216,2021-01-29,시금치
510,656673216,2021-02-07,유정란/친환경$유정란/친환경$양파$당근$당근$사과당근즙$사과당근즙
511,656673216,2021-02-12,방울토마토/대추형$시금치$상큼한감귤&한라봉
512,656673216,2021-02-20,브로컬리
513,656673216,2021-03-02,상큼한감귤&한라봉
514,656673216,2021-03-05,두부$사과당근즙$닭가슴살
515,656673216,2021-03-08,양배추
516,656673216,2021-03-11,상큼한감귤&한라봉$닭가슴살
517,656673216,2021-03-12,상큼한감귤&한라봉
518,656673216,2021-03-17,유정란/친환경
519,656673216,2021-03-19,콩나물$상큼한감귤&한라봉
520,656673216,2021-03-22,상큼한감귤&한라봉
521,656673216,2021-03-23,양파$당근
522,656673216,2021-03-27,콩나물$대파$양배추$상큼한감귤&한라봉
523,656673216,2021-03-30,사과/$상큼한감귤&한라봉
524,656673216,2021-04-01,상큼한감귤&한라봉
525,656673216,2021-04-12,상큼한감귤&한라봉
526,656673216,2021-04-17,당근
527,656673216,2021-04-23,오이
528,656673216,2021-04-27,유정란/친환경$오이$양배추$닭가슴살
529,656673216,2021-05-14,두부$양파$상큼한감귤&한라봉
530,656673216,2021-05-19,무$상큼한감귤&한라봉
531,656673216,2021-05-28,무$상큼한감귤&한라봉
532,656673216,2021-05-31,유정란/친환경$오이$방울토마토/대추형$양배추$닭가슴살
533,656673216,2021-06-01,상큼한감귤&한라봉$닭가슴살
534,656673216,2021-06-04,양파$오이
535,656673216,2021-06-05,상큼한감귤&한라봉
536,656673216,2021-06-08,콩나물$방울토마토/대추형$당근
537,656673216,2021-06-11,오이
538,656673216,2021-06-12,상큼한감귤&한라봉
539,656673216,2021-06-14,오이$오이$방울토마토/대추형$방울토마토/대추형$하늘바다새우
540,656673216,2021-06-20,상큼한감귤&한라봉
541,656673216,2021-06-21,상큼한감귤&한라봉
542,656673216,2021-07-01,오이$방울토마토/대추형$닭가슴살
543,656673216,2021-07-10,당근$양배추
544,656673216,2021-07-12,오이$당근
545,656673216,2021-07-13,방울토마토/대추형$닭가슴살
546,656673216,2021-07-21,상큼한감귤&한라봉$닭가슴살
547,656673216,2021-07-27,하늘바다새우
548,656673216,2021-08-11,상큼한포도
549,656673216,2021-08-17,상큼한감귤&한라봉
550,656673216,2021-08-18,오이$양배추
551,656673216,2021-08-20,두부$오이$방울토마토/대추형$당근
552,656673216,2021-08-30,양파$오이$당근
553,656673216,2021-09-05,방울토마토/대추형$하늘바다새우
554,656673216,2021-09-07,유정란/친환경$오이$당근$하늘바다새우
555,656673216,2021-09-29,하늘바다새우
556,656673216,2021-10-06,양파$애호박
557,656673216,2021-10-10,하늘바다새우
558,656673216,2021-10-20,하늘바다새우
559,656673216,2021-10-29,오이$상큼한감귤&한라봉
560,657580800,2021-03-17,두부
561,658596032,2021-01-04,두부
562,658596032,2021-01-11,연두부$유기농우유
563,658596032,2021-01-12,사과/
564,658596032,2021-01-24,연두부
565,658596032,2021-01-29,우유
566,658596032,2021-01-30,상큼한포도
567,658596032,2021-01-31,두부
568,658596032,2021-02-14,두부$얼음식혜
569,658596032,2021-03-05,양파$브로컬리
570,658596032,2021-03-12,브로컬리
571,658596032,2021-03-19,우유
572,658596032,2021-03-21,브로컬리$누룽지
573,658596032,2021-03-23,백미/유
574,658596032,2021-03-26,누룽지$유기농성이시돌목장우유
575,658596032,2021-03-28,유정란/친환경$상큼한감귤&한라봉
576,658596032,2021-04-02,연두부$브로컬리$누룽지
577,658596032,2021-04-06,대파
578,658596032,2021-04-16,콩나물$당근
579,658596032,2021-04-20,오이
580,658596032,2021-04-23,유기농우유
581,658596032,2021-04-25,브로컬리
582,658596032,2021-04-30,두부$유정란/친환경$닭가슴살
583,658596032,2021-05-02,오이
584,658596032,2021-05-11,유기농우유
585,658596032,2021-05-18,상큼한감귤&한라봉
586,658596032,2021-05-21,오이$누룽지
587,658596032,2021-05-25,백미/유
588,658596032,2021-05-28,오이
589,658596032,2021-06-04,우유
590,658596032,2021-06-07,중파$양배추
591,658596032,2021-06-08,콩나물$누룽지$상큼한감귤&한라봉
592,658596032,2021-06-11,유기농성이시돌목장우유
593,658596032,2021-06-12,유정란/친환경
594,658596032,2021-06-14,어린잎채소
595,658596032,2021-06-15,팽이버섯
596,658596032,2021-06-18,오이$브로컬리
597,658596032,2021-06-19,누룽지
598,658596032,2021-06-21,유기농우유
599,658596032,2021-06-22,오이$청경채
600,658596032,2021-06-23,당근$하늘바다새우$상큼한포도
601,658596032,2021-06-28,누룽지
602,658596032,2021-06-29,유기농우유
603,658596032,2021-07-03,유기농우유
604,658596032,2021-07-05,두부$방울토마토/대추형
605,658596032,2021-07-10,방울토마토/대추형
606,658596032,2021-07-11,누룽지$팽이버섯
607,658596032,2021-07-20,오이$어린잎채소
608,658596032,2021-07-23,방울토마토/대추형$유기농우유
609,658596032,2021-07-27,방울토마토/대추형$방울토마토/대추형$명태참어묵
610,658596032,2021-07-30,명태참어묵
611,658596032,2021-08-06,누룽지
612,658596032,2021-08-08,상큼한포도
613,658596032,2021-08-13,방울토마토/대추형$현미유$팽이버섯
614,658596032,2021-08-23,누룽지
615,658596032,2021-08-31,연두부
616,658596032,2021-09-18,두부
617,658596032,2021-09-28,양파
618,658596032,2021-10-01,오이$백미/유
