,0,1,2,3,4,5,6,7,8,9,10,11
38383,유정란/친환경,,,,,,,,,,,
38384,백미/유,브로컬리,,,,,,,,,,
38385,동물복지유정란,,,,,,,,,,,
38386,당근,중파,,,,,,,,,,
38387,방울토마토/대추형,깐마늘/난지형/유,당근,,,,,,,,,
38388,백미/유,,,,,,,,,,,
38389,콩국물,,,,,,,,,,,
38390,양배추,,,,,,,,,,,
38391,떡국떡,구운전장김,,,,,,,,,,
38392,사골곰국,,,,,,,,,,,
38393,우유,단무지,,,,,,,,,,
38394,떡국떡,누룽지,,,,,,,,,,
38395,콩나물,,,,,,,,,,,
38396,떡국떡,동물복지유정란,대파,,,,,,,,,
38397,우유,팽이버섯,단무지,,,,,,,,,
38398,콩나물,,,,,,,,,,,
38399,떡국떡,,,,,,,,,,,
38400,떡국떡,,,,,,,,,,,
38401,유정란/친환경,,,,,,,,,,,
38402,유정란/친환경,사골곰국,,,,,,,,,,
38403,떡국떡,두부,,,,,,,,,,
38404,떡국떡,사골곰국,,,,,,,,,,
38405,대파,명태참어묵,,,,,,,,,,
38406,어린잎채소,,,,,,,,,,,
38407,떡국떡,사골곰국,,,,,,,,,,
38408,두부,대파,,,,,,,,,,
38409,단무지,,,,,,,,,,,
38410,깐마늘/난지형/유,,,,,,,,,,,
38411,떡국떡,두부,,,,,,,,,,
38412,떡국떡,사골곰국,콩나물,,,,,,,,,
38413,콩나물,명태참어묵,중파,,,,,,,,,
38414,떡국떡,,,,,,,,,,,
38415,시금치,,,,,,,,,,,
38416,우유,,,,,,,,,,,
38417,콩나물,,,,,,,,,,,
38418,두부,유정란/친환경,콩나물,명태참어묵,,,,,,,,
38419,사골곰국,깐마늘/난지형/유,,,,,,,,,,
38420,두부,,,,,,,,,,,
38421,유정란/친환경,,,,,,,,,,,
38422,오이,중파,,,,,,,,,,
38423,두부,단무지,,,,,,,,,,
38424,유정란/친환경,콩나물,,,,,,,,,,
38425,떡국떡,두부,중파,도토리묵,,,,,,,,
38426,두부,사골곰국,,,,,,,,,,
38427,두부,사골곰국,당근,,,,,,,,,
38428,우유,,,,,,,,,,,
38429,두부,,,,,,,,,,,
38430,떡국떡,단무지,,,,,,,,,,
38431,두부,,,,,,,,,,,
38432,과일푸딩,,,,,,,,,,,
38433,딸기잼,콩나물,,,,,,,,,,
38434,두부,콩나물,깻잎,단무지,,,,,,,,
38435,유정란/친환경,우유,,,,,,,,,,
38436,두부,동물복지유정란,,,,,,,,,,
38437,유정란/친환경,,,,,,,,,,,
38438,찌개용두부,,,,,,,,,,,
38439,당근,,,,,,,,,,,
38440,어린잎채소,중파,,,,,,,,,,
38441,유정란/친환경,,,,,,,,,,,
38442,콩나물,애호박,,,,,,,,,,
38443,양파,콩나물,유기농우유,,,,,,,,,
38444,두부,,,,,,,,,,,
38445,어린잎채소,,,,,,,,,,,
38446,유정란/친환경,어린잎채소,,,,,,,,,,
38447,양파,,,,,,,,,,,
38448,연두부,,,,,,,,,,,
38449,동물복지유정란,,,,,,,,,,,
38450,동물복지유정란,,,,,,,,,,,
38451,현미유,,,,,,,,,,,
38452,양파,,,,,,,,,,,
38453,동물복지유정란,찌개용두부,,,,,,,,,,
38454,유정란/친환경,,,,,,,,,,,
38455,사과당근즙,,,,,,,,,,,
38456,동물복지유정란,상추,어린잎채소,도토리묵,,,,,,,,
38457,어린잎채소,,,,,,,,,,,
38458,구운김밥김,,,,,,,,,,,
38459,어린잎채소,,,,,,,,,,,
38460,유정란/친환경,,,,,,,,,,,
38461,유정란/친환경,,,,,,,,,,,
38462,두부,,,,,,,,,,,
38463,유정란/친환경,상큼한감귤&한라봉,,,,,,,,,,
38464,찌개용두부,상큼한감귤&한라봉,,,,,,,,,,
38465,유정란/친환경,,,,,,,,,,,
38466,양파,,,,,,,,,,,
38467,상큼한감귤&한라봉,,,,,,,,,,,
38468,유정란/친환경,중파,,,,,,,,,,
38469,애호박,,,,,,,,,,,
38470,양파,애호박,어린잎채소,,,,,,,,,
38471,두부,유정란/친환경,,,,,,,,,,
38472,애호박,,,,,,,,,,,
38473,유정란/친환경,,,,,,,,,,,
38474,유정란/친환경,,,,,,,,,,,
38475,양파,,,,,,,,,,,
38476,유정란/친환경,유기농성이시돌목장우유,,,,,,,,,,
38477,유정란/친환경,당근,,,,,,,,,,
38478,유정란/친환경,깐마늘/난지형/유,누룽지,,,,,,,,,
38479,유기농성이시돌목장우유,구운도시락김,,,,,,,,,,
38480,양파,당근,,,,,,,,,,
38481,유기농성이시돌목장우유,,,,,,,,,,,
38482,유기농성이시돌목장우유,,,,,,,,,,,
38483,유기농성이시돌목장우유,,,,,,,,,,,
38484,유기농성이시돌목장우유,,,,,,,,,,,
38485,구운전장김,,,,,,,,,,,
38486,유기농성이시돌목장우유,,,,,,,,,,,
38487,유정란/친환경,양파,유기농성이시돌목장우유,,,,,,,,,
38488,유정란/친환경,,,,,,,,,,,
38489,동물복지유정란,유기농성이시돌목장우유,,,,,,,,,,
38490,유기농성이시돌목장우유,,,,,,,,,,,
38491,당근,,,,,,,,,,,
38492,시금치,,,,,,,,,,,
38493,유정란/친환경,시금치,,,,,,,,,,
38494,두부,브로컬리,팽이버섯,,,,,,,,,
38495,당근,중파,양배추,,,,,,,,,
38496,유정란/친환경,,,,,,,,,,,
38497,어린잎채소,유기농성이시돌목장우유,,,,,,,,,,
38498,중파,,,,,,,,,,,
38499,유정란/친환경,,,,,,,,,,,
38500,상추,가지,,,,,,,,,,
38501,유정란/친환경,유기농성이시돌목장우유,,,,,,,,,,
38502,가지,,,,,,,,,,,
38503,유기농성이시돌목장우유,,,,,,,,,,,
38504,딸기잼,,,,,,,,,,,
38505,당근,유기농성이시돌목장우유,단무지,과일푸딩,,,,,,,,
38506,찌개용두부,,,,,,,,,,,
38507,유정란/친환경,,,,,,,,,,,
38508,명태참어묵,,,,,,,,,,,
38509,유정란/친환경,,,,,,,,,,,
38510,유정란/친환경,중파,,,,,,,,,,
38511,유정란/친환경,유기농우유,,,,,,,,,,
38512,유정란/친환경,,,,,,,,,,,
38513,유정란/친환경,,,,,,,,,,,
38514,두부,,,,,,,,,,,
38515,시금치,,,,,,,,,,,
38516,양파,,,,,,,,,,,
38517,검은콩두유,,,,,,,,,,,
38518,대파,팽이버섯,느타리버섯,,,,,,,,,
38519,브로컬리,,,,,,,,,,,
38520,대파,,,,,,,,,,,
38521,유정란/친환경,양파,,,,,,,,,,
38522,유정란/친환경,완숙토마토,당근,,,,,,,,,
38523,팽이버섯,,,,,,,,,,,
38524,유기농우유,,,,,,,,,,,
38525,두부,과일푸딩,과일푸딩,과일푸딩,,,,,,,,
38526,사과/,과일푸딩,과일푸딩,,,,,,,,,
38527,브로컬리,과일푸딩,과일푸딩,과일푸딩,상큼한감귤&한라봉,,,,,,,
38528,두부,검은콩두유,과일푸딩,과일푸딩,,,,,,,,
38529,구운도시락김,,,,,,,,,,,
38530,검은콩두유,사과당근즙,,,,,,,,,,
38531,과일푸딩,,,,,,,,,,,
38532,검은콩두유,,,,,,,,,,,
38533,사과당근즙,,,,,,,,,,,
38534,사과당근즙,,,,,,,,,,,
38535,사골곰국,찌개용두부,과일푸딩,과일푸딩,,,,,,,,
38536,백미/유,,,,,,,,,,,
38537,사골곰국,찌개용두부,,,,,,,,,,
38538,유정란/친환경,백미/유,찌개용두부,상큼한감귤&한라봉,,,,,,,,
38539,사골곰국,과일푸딩,,,,,,,,,,
38540,사골곰국,과일푸딩,,,,,,,,,,
38541,과일푸딩,과일푸딩,,,,,,,,,,
38542,딸기잼,,,,,,,,,,,
38543,단무지,,,,,,,,,,,
38544,구운김밥김,,,,,,,,,,,
38545,현미유,,,,,,,,,,,
38546,떡국떡,유정란/친환경,유정란/친환경,대파,대파,현미유,현미유,얼음식혜,구운김밥김,,,
38547,시금치,대파,구운김밥김,,,,,,,,,
38548,단무지,,,,,,,,,,,
38549,두부,대파,,,,,,,,,,
38550,유정란/친환경,브로컬리,쌈채소모음,얼음식혜,,,,,,,,
38551,유정란/친환경,당근,당근,,,,,,,,,
38552,양파,,,,,,,,,,,
38553,구운도시락김,,,,,,,,,,,
38554,단무지,구운김밥김,,,,,,,,,,
38555,두부,대파,얼음식혜,,,,,,,,,
38556,두부,,,,,,,,,,,
38557,구운도시락김,,,,,,,,,,,
38558,단무지,,,,,,,,,,,
38559,얼음식혜,구운도시락김,,,,,,,,,,
38560,단무지,,,,,,,,,,,
38561,구운도시락김,구운김밥김,,,,,,,,,,
38562,구운도시락김,,,,,,,,,,,
38563,콩국물,,,,,,,,,,,
38564,두부,,,,,,,,,,,
38565,상추,,,,,,,,,,,
38566,구운도시락김,,,,,,,,,,,
38567,구운도시락김,,,,,,,,,,,
38568,쌈채소모음,,,,,,,,,,,
38569,구운도시락김,,,,,,,,,,,
38570,유정란/친환경,,,,,,,,,,,
38571,유기농우유,상큼한감귤&한라봉,,,,,,,,,,
38572,당근,,,,,,,,,,,
38573,양배추,,,,,,,,,,,
38574,두부,,,,,,,,,,,
38575,얼음식혜,,,,,,,,,,,
38576,두부,,,,,,,,,,,
38577,두부,구운도시락김,,,,,,,,,,
38578,두부,구운김밥김,,,,,,,,,,
38579,두부,단무지,,,,,,,,,,
38580,브로컬리,,,,,,,,,,,
38581,딸기잼,,,,,,,,,,,
38582,무쌈,,,,,,,,,,,
38583,대파,,,,,,,,,,,
38584,무쌈,,,,,,,,,,,
38585,두부,대파,,,,,,,,,,
38586,오이,,,,,,,,,,,
38587,두부,도토리묵,,,,,,,,,,
38588,무쌈,,,,,,,,,,,
38589,브로컬리,,,,,,,,,,,
38590,콩국물,두부,,,,,,,,,,
38591,완숙토마토,,,,,,,,,,,
38592,두부,,,,,,,,,,,
38593,콩국물,두부,,,,,,,,,,
38594,무쌈,,,,,,,,,,,
38595,두부,유정란/친환경,대파,,,,,,,,,
38596,가지,,,,,,,,,,,
38597,두부,두부,,,,,,,,,,
38598,어린잎채소,,,,,,,,,,,
38599,애호박,가지,,,,,,,,,,
38600,유정란/친환경,양파,얼음식혜,가지,,,,,,,,
38601,유정란/친환경,,,,,,,,,,,
38602,유정란/친환경,검은콩두유,,,,,,,,,,
38603,유정란/친환경,,,,,,,,,,,
38604,두부,애호박,,,,,,,,,,
38605,팽이버섯,,,,,,,,,,,
38606,찌개용두부,과일푸딩,,,,,,,,,,
38607,유기농저지방우유,,,,,,,,,,,
38608,구운전장김,상큼한감귤&한라봉,,,,,,,,,,
38609,과일푸딩,과일푸딩,과일푸딩,상큼한감귤&한라봉,,,,,,,,
38610,단무지,,,,,,,,,,,
38611,단무지,,,,,,,,,,,
38612,시금치,대파,팽이버섯,단무지,구운김밥김,,,,,,,
38613,브로컬리,우유,,,,,,,,,,
38614,사과/,대파,,,,,,,,,,
38615,두부,양파,시금치,당근,,,,,,,,
38616,브로컬리,찌개용두부,,,,,,,,,,
38617,양배추,,,,,,,,,,,
38618,중파,찌개용두부,,,,,,,,,,
38619,우유,,,,,,,,,,,
38620,브로컬리,팽이버섯,찌개용두부,,,,,,,,,
38621,오이,시금치,중파,찌개용두부,,,,,,,,
38622,사과/,유기농우유,찌개용두부,,,,,,,,,
38623,단무지,,,,,,,,,,,
38624,백미/유,,,,,,,,,,,
38625,오이,,,,,,,,,,,
38626,유정란/친환경,,,,,,,,,,,
38627,양파,,,,,,,,,,,
38628,시금치,명태참어묵,,,,,,,,,,
38629,찌개용두부,,,,,,,,,,,
38630,두부,두부,두부,,,,,,,,,
38631,유정란/친환경,유정란/친환경,유기농성이시돌목장우유,,,,,,,,,
38632,시금치,,,,,,,,,,,
38633,명태참어묵,,,,,,,,,,,
38634,두부,유정란/친환경,오이,유기농성이시돌목장우유,,,,,,,,
38635,시금치,대파,,,,,,,,,,
38636,유기농성이시돌목장우유,,,,,,,,,,,
38637,찌개용두부,유기농성이시돌목장우유,,,,,,,,,,
38638,두부,,,,,,,,,,,
38639,두부,,,,,,,,,,,
38640,두부,,,,,,,,,,,
38641,오이,,,,,,,,,,,
38642,오이,,,,,,,,,,,
38643,유기농우유,,,,,,,,,,,
38644,유기농우유,,,,,,,,,,,
38645,찌개용두부,,,,,,,,,,,
38646,단무지,,,,,,,,,,,
38647,유기농우유,,,,,,,,,,,
38648,브로컬리,,,,,,,,,,,
38649,유기농성이시돌목장우유,,,,,,,,,,,
38650,애호박,과일푸딩,과일푸딩,,,,,,,,,
38651,유기농성이시돌목장우유,상큼한감귤&한라봉,,,,,,,,,,
38652,콩나물,,,,,,,,,,,
38653,딸기잼,,,,,,,,,,,
38654,유정란/친환경,,,,,,,,,,,
38655,백미/유,,,,,,,,,,,
38656,유정란/친환경,찌개용두부,,,,,,,,,,
38657,유정란/친환경,유기농저지방우유,,,,,,,,,,
38658,두부,콩나물,,,,,,,,,,
38659,두부,오이,,,,,,,,,,
38660,도토리묵,,,,,,,,,,,
38661,연두부,찌개용두부,,,,,,,,,,
38662,유정란/친환경,연두부,과일푸딩,과일푸딩,,,,,,,,
38663,유정란/친환경,,,,,,,,,,,
38664,유정란/친환경,,,,,,,,,,,
38665,유정란/친환경,연두부,,,,,,,,,,
38666,유정란/친환경,백미/유,,,,,,,,,,
38667,브로컬리,,,,,,,,,,,
38668,브로컬리,유기농저지방우유,과일푸딩,,,,,,,,,
38669,애호박,찌개용두부,양배추,,,,,,,,,
38670,중파,,,,,,,,,,,
38671,유정란/친환경,애호박,,,,,,,,,,
38672,구운김밥김,,,,,,,,,,,
38673,유정란/친환경,연두부,검은콩두유,,,,,,,,,
38674,오이,,,,,,,,,,,
38675,유정란/친환경,,,,,,,,,,,
38676,시금치,당근,명태참어묵,단무지,구운김밥김,도토리묵,,,,,,
38677,콩나물,,,,,,,,,,,
38678,유정란/친환경,누룽지,,,,,,,,,,
38679,완숙토마토,,,,,,,,,,,
38680,완숙토마토,검은콩두유,,,,,,,,,,
38681,콩나물,,,,,,,,,,,
38682,앞다리불고기-성남용인,쌈채소모음,,,,,,,,,,
38683,앞다리불고기-성남용인,,,,,,,,,,,
38684,쌈채소모음,,,,,,,,,,,
38685,앞다리불고기-성남용인,찌개용두부,,,,,,,,,,
38686,쌈채소모음,,,,,,,,,,,
38687,쌈채소모음,,,,,,,,,,,
38688,중파,,,,,,,,,,,
38689,두부,콩나물,,,,,,,,,,
38690,브로컬리,,,,,,,,,,,
38691,동물복지유정란,,,,,,,,,,,
38692,현미유,,,,,,,,,,,
38693,시금치,,,,,,,,,,,
38694,가지,,,,,,,,,,,
38695,양파,중파,,,,,,,,,,
38696,가지,,,,,,,,,,,
38697,두부,,,,,,,,,,,
38698,방울토마토/대추형,가지,,,,,,,,,,
38699,방울토마토/대추형,,,,,,,,,,,
38700,상추,어린잎채소,,,,,,,,,,
38701,콩나물,애호박,,,,,,,,,,
38702,양파,애호박,,,,,,,,,,
38703,유정란/친환경,,,,,,,,,,,
38704,유기농우유,,,,,,,,,,,
38705,유정란/친환경,콩나물,,,,,,,,,,
38706,동물복지유정란,,,,,,,,,,,
38707,찌개용두부,,,,,,,,,,,
38708,유정란/친환경,양배추,,,,,,,,,,
38709,찌개용두부,,,,,,,,,,,
38710,누룽지,,,,,,,,,,,
38711,애호박,완숙토마토,양배추,,,,,,,,,
38712,찌개용두부,,,,,,,,,,,
38713,완숙토마토,양배추,,,,,,,,,,
38714,유정란/친환경,양배추,,,,,,,,,,
38715,오이,명태참어묵,찌개용두부,양배추,,,,,,,,
38716,유정란/친환경,완숙토마토,가지,,,,,,,,,
38717,현미유,단무지,단무지,,,,,,,,,
38718,두부,콩나물,,,,,,,,,,
38719,명태참어묵,,,,,,,,,,,
38720,콩나물,,,,,,,,,,,
38721,딸기잼,,,,,,,,,,,
38722,딸기잼,구운김밥김,,,,,,,,,,
38723,두부,,,,,,,,,,,
38724,두부,,,,,,,,,,,
38725,단무지,,,,,,,,,,,
38726,찌개용두부,,,,,,,,,,,
38727,찌개용두부,,,,,,,,,,,
38728,떡국떡,콩나물,단무지,,,,,,,,,
38729,찌개용두부,,,,,,,,,,,
38730,애호박,당근,,,,,,,,,,
38731,두부,양파,중파,팽이버섯,,,,,,,,
38732,가지,느타리버섯,,,,,,,,,,
38733,양배추,,,,,,,,,,,
38734,찌개용두부,,,,,,,,,,,
38735,유정란/친환경,,,,,,,,,,,
38736,유정란/친환경,과일푸딩,과일푸딩,,,,,,,,,
38737,느타리버섯,,,,,,,,,,,
38738,현미유,,,,,,,,,,,
38739,동물복지유정란,,,,,,,,,,,
38740,현미유,,,,,,,,,,,
38741,찌개용두부,,,,,,,,,,,
38742,두부,유정란/친환경,콩나물,,,,,,,,,
38743,무쌈,,,,,,,,,,,
38744,두부,,,,,,,,,,,
38745,앞다리불고기-성남용인,,,,,,,,,,,
38746,유정란/친환경,,,,,,,,,,,
38747,떡국떡,,,,,,,,,,,
38748,콩나물,깻잎,,,,,,,,,,
38749,양파,,,,,,,,,,,
38750,콩나물,,,,,,,,,,,
38751,동물복지유정란,찌개용두부,깻잎,,,,,,,,,
38752,우유,사과당근즙,,,,,,,,,,
38753,사과당근즙,,,,,,,,,,,
38754,연두부,,,,,,,,,,,
38755,연두부,우유,,,,,,,,,,
38756,콩나물,연두부,우유,,,,,,,,,
38757,시금치,,,,,,,,,,,
38758,우유,,,,,,,,,,,
38759,연두부,,,,,,,,,,,
38760,오이,콩나물,사과당근즙,,,,,,,,,
38761,사과당근즙,,,,,,,,,,,
38762,우유,사과당근즙,,,,,,,,,,
38763,브로컬리,,,,,,,,,,,
38764,동물복지유정란,,,,,,,,,,,
38765,두부,시금치,당근,,,,,,,,,
38766,누룽지,유기농우유,,,,,,,,,,
38767,두부,유기농우유,,,,,,,,,,
38768,양파,과일푸딩,,,,,,,,,,
38769,유정란/친환경,우유,검은콩두유,,,,,,,,,
38770,두부,오이,양배추,,,,,,,,,
38771,연두부,,,,,,,,,,,
38772,양배추,,,,,,,,,,,
38773,오이,검은콩두유,,,,,,,,,,
38774,두부,,,,,,,,,,,
38775,누룽지,,,,,,,,,,,
38776,완숙토마토,구운도시락김,깻잎,,,,,,,,,
38777,대파,쌈채소모음,,,,,,,,,,
38778,깻잎,양배추,,,,,,,,,,
38779,두부,콩나물,사과/,현미유,,,,,,,,
38780,명태참어묵,깻잎,,,,,,,,,,
38781,구운도시락김,,,,,,,,,,,
38782,유정란/친환경,사과/,팽이버섯,팽이버섯,단무지,,,,,,,
38783,동물복지유정란,팽이버섯,,,,,,,,,,
38784,유정란/친환경,사과/,,,,,,,,,,
38785,두부,,,,,,,,,,,
38786,두부,,,,,,,,,,,
38787,브로컬리,,,,,,,,,,,
38788,동물복지유정란,브로컬리,깻잎,양배추,,,,,,,,
38789,대파,검은콩두유,,,,,,,,,,
38790,두부,깻잎,,,,,,,,,,
38791,동물복지유정란,깻잎,양배추,,,,,,,,,
38792,두부,,,,,,,,,,,
38793,브로컬리,,,,,,,,,,,
38794,두부,양파,깻잎,,,,,,,,,
38795,유정란/친환경,단무지,,,,,,,,,,
38796,어린잎채소,,,,,,,,,,,
38797,유정란/친환경,깻잎,,,,,,,,,,
38798,콩나물,깻잎,,,,,,,,,,
38799,두부,,,,,,,,,,,
38800,브로컬리,,,,,,,,,,,
38801,유정란/친환경,브로컬리,,,,,,,,,,
38802,동물복지유정란,깻잎,,,,,,,,,,
38803,검은콩두유,깻잎,,,,,,,,,,
38804,중파,,,,,,,,,,,
38805,동물복지유정란,,,,,,,,,,,
38806,사과/,브로컬리,구운도시락김,,,,,,,,,
38807,유정란/친환경,방울토마토/대추형,깻잎,,,,,,,,,
38808,콩나물,,,,,,,,,,,
38809,콩국물,두부,유정란/친환경,,,,,,,,,
38810,콩국물,깻잎,,,,,,,,,,
38811,양배추,,,,,,,,,,,
38812,유정란/친환경,방울토마토/대추형,중파,구운도시락김,,,,,,,,
38813,오이,,,,,,,,,,,
38814,콩국물,,,,,,,,,,,
38815,브로컬리,,,,,,,,,,,
38816,상추,당근,중파,,,,,,,,,
38817,두부,,,,,,,,,,,
38818,콩국물,방울토마토/대추형,양배추,,,,,,,,,
38819,두부,구운도시락김,,,,,,,,,,
38820,찌개용두부,도토리묵,,,,,,,,,,
38821,깻잎,,,,,,,,,,,
38822,팽이버섯,,,,,,,,,,,
38823,두부,깻잎,,,,,,,,,,
38824,유정란/친환경,쌈채소모음,,,,,,,,,,
38825,양파,콩나물,당근,중파,,,,,,,,
38826,두부,,,,,,,,,,,
38827,팽이버섯,,,,,,,,,,,
38828,백미/유,,,,,,,,,,,
38829,유기농우유,,,,,,,,,,,
38830,단무지,,,,,,,,,,,
38831,콩나물,,,,,,,,,,,
38832,얼음식혜,,,,,,,,,,,
38833,유정란/친환경,양파,애호박,양배추,,,,,,,,
38834,백미/유,,,,,,,,,,,
38835,두부,동물복지유정란,단무지,,,,,,,,,
38836,동물복지유정란,,,,,,,,,,,
38837,쌈채소모음,깻잎,,,,,,,,,,
38838,깐마늘/난지형/유,,,,,,,,,,,
38839,유정란/친환경,,,,,,,,,,,
38840,깻잎,,,,,,,,,,,
38841,두부,,,,,,,,,,,
38842,대파,검은콩두유,구운전장김,,,,,,,,,
38843,찌개용두부,,,,,,,,,,,
38844,찌개용두부,,,,,,,,,,,
38845,동물복지유정란,찌개용두부,,,,,,,,,,
38846,대파,,,,,,,,,,,
38847,두부,,,,,,,,,,,
38848,상추,시금치,,,,,,,,,,
38849,콩나물,,,,,,,,,,,
38850,두부,콩나물,,,,,,,,,,
38851,검은콩두유,,,,,,,,,,,
38852,유정란/친환경,찌개용두부,,,,,,,,,,
38853,두부,시금치,,,,,,,,,,
38854,깻잎,,,,,,,,,,,
38855,쌈채소모음,찌개용두부,,,,,,,,,,
38856,양파,당근,,,,,,,,,,
38857,우유,찌개용두부,,,,,,,,,,
38858,깻잎,,,,,,,,,,,
38859,유정란/친환경,상추,깻잎,,,,,,,,,
38860,중파,,,,,,,,,,,
38861,상추,,,,,,,,,,,
38862,깐마늘/난지형/유,,,,,,,,,,,
38863,콩나물,,,,,,,,,,,
38864,당근,,,,,,,,,,,
38865,유정란/친환경,깐마늘/난지형/유,중파,,,,,,,,,
38866,두부,,,,,,,,,,,
38867,유기농우유,,,,,,,,,,,
38868,찌개용두부,,,,,,,,,,,
38869,어린잎채소,,,,,,,,,,,
38870,명태참어묵,,,,,,,,,,,
38871,어린잎채소,,,,,,,,,,,
38872,두부,,,,,,,,,,,
38873,사과/,,,,,,,,,,,
38874,양파,사과/,,,,,,,,,,
38875,동물복지유정란,,,,,,,,,,,
38876,느타리버섯,,,,,,,,,,,
38877,검은콩두유,,,,,,,,,,,
38878,양배추,,,,,,,,,,,
38879,콩나물,사과/,,,,,,,,,,
38880,두부,,,,,,,,,,,
38881,양파,사과/,,,,,,,,,,
38882,유정란/친환경,,,,,,,,,,,
38883,사과/,깐마늘/난지형/유,,,,,,,,,,
38884,동물복지유정란,,,,,,,,,,,
38885,양파,양배추,,,,,,,,,,
38886,유정란/친환경,사과/,어린잎채소,,,,,,,,,
38887,사과/,,,,,,,,,,,
38888,콩국물,유정란/친환경,현미유,,,,,,,,,
38889,두부,양파,어린잎채소,,,,,,,,,
38890,유정란/친환경,사과/,깐마늘/난지형/유,,,,,,,,,
38891,사과/,어린잎채소,,,,,,,,,,
38892,콩국물,오이,,,,,,,,,,
38893,두부,유정란/친환경,얼음식혜,,,,,,,,,
38894,오이,,,,,,,,,,,
38895,명태참어묵,단무지,구운김밥김,,,,,,,,,
38896,누룽지,,,,,,,,,,,
38897,콩나물,,,,,,,,,,,
38898,동물복지유정란,,,,,,,,,,,
38899,두부,유정란/친환경,,,,,,,,,,
38900,유정란/친환경,,,,,,,,,,,
38901,양파,,,,,,,,,,,
38902,유정란/친환경,,,,,,,,,,,
38903,유정란/친환경,,,,,,,,,,,
38904,유정란/친환경,,,,,,,,,,,
38905,유정란/친환경,,,,,,,,,,,
38906,두부,,,,,,,,,,,
38907,상추,,,,,,,,,,,
38908,찌개용두부,,,,,,,,,,,
38909,대파,쌈채소모음,,,,,,,,,,
38910,찌개용두부,,,,,,,,,,,
38911,팽이버섯,,,,,,,,,,,
38912,연두부,누룽지,,,,,,,,,,
38913,유정란/친환경,,,,,,,,,,,
38914,딸기잼,,,,,,,,,,,
38915,유정란/친환경,,,,,,,,,,,
38916,두부,양파,당근,,,,,,,,,
38917,콩나물,,,,,,,,,,,
38918,두부,백미/유,단무지,과일푸딩,,,,,,,,
38919,백미/유,,,,,,,,,,,
38920,콩나물,,,,,,,,,,,
38921,백미/유,구운도시락김,,,,,,,,,,
38922,두부,,,,,,,,,,,
38923,당근,,,,,,,,,,,
38924,단무지,,,,,,,,,,,
38925,상큼한감귤&한라봉,,,,,,,,,,,
38926,백미/유,,,,,,,,,,,
38927,두부,동물복지유정란,,,,,,,,,,
38928,백미/유,우유,,,,,,,,,,
38929,두부,양파,사골곰국,,,,,,,,,
38930,백미/유,누룽지,,,,,,,,,,
38931,애호박,검은콩두유,,,,,,,,,,
38932,유정란/친환경,,,,,,,,,,,
38933,상추,느타리버섯,,,,,,,,,,
38934,백미/유,,,,,,,,,,,
38935,애호박,,,,,,,,,,,
38936,유정란/친환경,,,,,,,,,,,
38937,가지,,,,,,,,,,,
38938,양파,,,,,,,,,,,
38939,단무지,상큼한감귤&한라봉,,,,,,,,,,
38940,상큼한감귤&한라봉,,,,,,,,,,,
38941,두부,,,,,,,,,,,
38942,양파,,,,,,,,,,,
38943,양파,,,,,,,,,,,
38944,두부,백미/유,,,,,,,,,,
38945,검은콩두유,,,,,,,,,,,
38946,두부,유정란/친환경,상추,,,,,,,,,
38947,느타리버섯,,,,,,,,,,,
38948,애호박,,,,,,,,,,,
38949,양파,,,,,,,,,,,
38950,두부,유정란/친환경,,,,,,,,,,
38951,유정란/친환경,,,,,,,,,,,
38952,두부,,,,,,,,,,,
38953,두부,,,,,,,,,,,
38954,두부,,,,,,,,,,,
38955,두부,,,,,,,,,,,
38956,두부,,,,,,,,,,,
38957,두부,,,,,,,,,,,
38958,두부,,,,,,,,,,,
38959,두부,,,,,,,,,,,
38960,앞다리불고기-성남용인,,,,,,,,,,,
38961,콩나물,연두부,도토리묵,,,,,,,,,
38962,연두부,,,,,,,,,,,
38963,두부,,,,,,,,,,,
38964,콩나물,,,,,,,,,,,
38965,연두부,,,,,,,,,,,
38966,도토리묵,,,,,,,,,,,
38967,두부,앞다리불고기-성남용인,,,,,,,,,,
38968,백미/유,당근,단무지,,,,,,,,,
38969,백미/유,,,,,,,,,,,
38970,콩나물,당근,,,,,,,,,,
38971,두부,콩나물,당근,,,,,,,,,
38972,유정란/친환경,,,,,,,,,,,
38973,두부,당근,구운도시락김,깻잎,,,,,,,,
38974,유정란/친환경,구운도시락김,깻잎,,,,,,,,,
38975,두부,유정란/친환경,콩나물,당근,중파,,,,,,,
38976,중파,양배추,양배추,,,,,,,,,
38977,브로컬리,,,,,,,,,,,
38978,중파,양배추,,,,,,,,,,
38979,유정란/친환경,유정란/친환경,오이,애호박,당근,,,,,,,
38980,양파,오이,중파,팽이버섯,,,,,,,,
38981,백미/유,,,,,,,,,,,
38982,양배추,,,,,,,,,,,
38983,동물복지유정란,백미/유,,,,,,,,,,
38984,콩나물,당근,,,,,,,,,,
38985,두부,유정란/친환경,,,,,,,,,,
38986,유정란/친환경,,,,,,,,,,,
38987,동물복지유정란,콩나물,,,,,,,,,,
38988,동물복지유정란,동물복지유정란,콩나물,,,,,,,,,
38989,유정란/친환경,,,,,,,,,,,
38990,애호박,,,,,,,,,,,
38991,상큼한감귤&한라봉,,,,,,,,,,,
38992,딸기잼,,,,,,,,,,,
38993,유정란/친환경,찌개용두부,구운도시락김,구운전장김,,,,,,,,
38994,명태참어묵,찌개용두부,,,,,,,,,,
38995,깐마늘/난지형/유,,,,,,,,,,,
