,0,1,2,3,4,5,6,7,8,9,10,11,12,13
573,두부,유정란/친환경,유정란/친환경,콩나물,,,,,,,,,,
574,두부,유정란/친환경,유정란/친환경,,,,,,,,,,,
575,두부,동물복지유정란,,,,,,,,,,,,
576,참기름,,,,,,,,,,,,,
577,얼음식혜,,,,,,,,,,,,,
578,완숙토마토,,,,,,,,,,,,,
579,사과/,완숙토마토,중파,황토숙주나물,얼음식혜,,,,,,,,,
580,완숙토마토,,,,,,,,,,,,,
581,무,,,,,,,,,,,,,
582,완숙토마토,,,,,,,,,,,,,
583,어린잎채소,,,,,,,,,,,,,
584,유정란/친환경,오이,,,,,,,,,,,,
585,두부,,,,,,,,,,,,,
586,상추,,,,,,,,,,,,,
587,콩나물,상추,시금치,월동무,,,,,,,,,,
588,닭가슴살,,,,,,,,,,,,,
589,콩나물,찌개용두부,닭가슴살,,,,,,,,,,,
590,유정란/친환경,닭가슴살,,,,,,,,,,,,
591,중파,,,,,,,,,,,,,
592,두부,,,,,,,,,,,,,
593,유정란/친환경,당근,,,,,,,,,,,,
594,찌개용두부,,,,,,,,,,,,,
595,오이,중파,,,,,,,,,,,,
596,닭가슴살,,,,,,,,,,,,,
597,콩나물,,,,,,,,,,,,,
598,닭가슴살,,,,,,,,,,,,,
599,유정란/친환경,무,,,,,,,,,,,,
600,두부,,,,,,,,,,,,,
601,콩나물,,,,,,,,,,,,,
602,콩나물,,,,,,,,,,,,,
603,두부,유정란/친환경,콩나물,,,,,,,,,,,
604,두부,유정란/친환경,,,,,,,,,,,,
605,동물복지유정란,깐마늘/난지형/유,,,,,,,,,,,,
606,떡국떡,양파,동물복지유정란,대파,찌개용두부,,,,,,,,,
607,떡국떡,동물복지유정란,사과/,당면,,,,,,,,,,
608,찌개용두부,,,,,,,,,,,,,
609,유정란/친환경,,,,,,,,,,,,,
610,유정란/친환경,연두부,월동무,얼음식혜,양배추,,,,,,,,,
611,유정란/친환경,시금치,브로컬리,대파,양배추,,,,,,,,,
612,콩나물,깐마늘/난지형/유,,,,,,,,,,,,
613,사과/,,,,,,,,,,,,,
614,유정란/친환경,양파,애호박,대파,쌈채소모음,얼음식혜,,,,,,,,
615,떡국떡,누룽지,양배추,,,,,,,,,,,
616,양파,월동무,,,,,,,,,,,,
617,떡국떡,,,,,,,,,,,,,
618,떡국떡,오이,오이,부추,부추,,,,,,,,,
619,오이,,,,,,,,,,,,,
620,떡국떡,양파,오이,,,,,,,,,,,
621,동물복지유정란,,,,,,,,,,,,,
622,떡국떡,,,,,,,,,,,,,
623,대파,,,,,,,,,,,,,
624,떡국떡,오이,오이,완숙토마토,누룽지,부추,부추,,,,,,,
625,누룽지,,,,,,,,,,,,,
626,동물복지유정란,,,,,,,,,,,,,
627,동물복지유정란,플레인요구르트,대파,찌개용두부,,,,,,,,,,
628,사과/,구운도시락김,깻잎,,,,,,,,,,,
629,콩나물,어린잎채소,,,,,,,,,,,,
630,두부,콩나물,,,,,,,,,,,,
631,유정란/친환경,,,,,,,,,,,,,
632,유정란/친환경,시금치,시금치,시금치,명태참어묵,찹쌀백미/유,,,,,,,,
633,두부,콩나물,,,,,,,,,,,,
634,유정란/친환경,양파,깐마늘/난지형/유,,,,,,,,,,,
635,유정란/친환경,어린잎채소,참기름,,,,,,,,,,,
636,동물복지유정란,누룽지,구운도시락김,,,,,,,,,,,
637,두부,,,,,,,,,,,,,
638,두부,사과/,당면,,,,,,,,,,,
639,구운도시락김,,,,,,,,,,,,,
640,유정란/친환경,참기름,,,,,,,,,,,,
641,찹쌀백미/유,,,,,,,,,,,,,
642,중파,깻잎,,,,,,,,,,,,
643,두부,,,,,,,,,,,,,
644,콩나물,사과/,시금치,,,,,,,,,,,
645,유정란/친환경,플레인요구르트,,,,,,,,,,,,
646,양파,애호박,완숙토마토,중파,,,,,,,,,,
647,콩국물,플레인요구르트,,,,,,,,,,,,
648,유정란/친환경,방울토마토/대추형,연두부,완숙토마토,플레인요구르트,구운도시락김,깻잎,,,,,,,
649,시금치,시금치,,,,,,,,,,,,
650,참기름,,,,,,,,,,,,,
651,오이,브로컬리,구운도시락김,,,,,,,,,,,
652,브로컬리,,,,,,,,,,,,,
653,두부,동물복지유정란,어린잎채소,,,,,,,,,,,
654,두부,오이,부추,,,,,,,,,,,
655,얼음식혜,,,,,,,,,,,,,
656,중파,,,,,,,,,,,,,
657,콩나물,,,,,,,,,,,,,
658,깻잎,,,,,,,,,,,,,
659,유정란/친환경,유정란/친환경,백미/유,,,,,,,,,,,
660,양파,당근,명태참어묵,,,,,,,,,,,
661,부추,깻잎,,,,,,,,,,,,
662,두부,백미/유,중파,가지,,,,,,,,,,
663,어린잎채소,부추,닭가슴살,,,,,,,,,,,
664,어린잎채소,부추,,,,,,,,,,,,
665,어린잎채소,참기름,깻잎,,,,,,,,,,,
666,두부,어린잎채소,,,,,,,,,,,,
667,닭가슴살,,,,,,,,,,,,,
668,어린잎채소,깻잎,,,,,,,,,,,,
669,유정란/친환경,어린잎채소,당근,찌개용두부,당면,,,,,,,,,
670,콩나물,,,,,,,,,,,,,
671,두부,두부,오이,백미/유,무,,,,,,,,,
672,시금치,시금치,참기름,명태참어묵,찌개용두부,깻잎,당면,당면,감자라면,,,,,
673,유정란/친환경,팽이버섯,느타리버섯,,,,,,,,,,,
674,시금치,백미/유,가지,닭가슴살,,,,,,,,,,
675,양파,,,,,,,,,,,,,
676,두부,,,,,,,,,,,,,
677,동물복지유정란,닭가슴살,,,,,,,,,,,,
678,콩나물,연두부,대파,황토숙주나물,,,,,,,,,,
679,동물복지유정란,,,,,,,,,,,,,
680,찌개용두부,양배추,,,,,,,,,,,,
681,두부,대파,황토숙주나물,,,,,,,,,,,
682,두부,유정란/친환경,,,,,,,,,,,,
683,두부,당근,,,,,,,,,,,,
684,유정란/친환경,중파,,,,,,,,,,,,
685,양파,방울토마토/대추형,당근,찌개용두부,,,,,,,,,,
686,콩국물,찹쌀백미/유,,,,,,,,,,,,
687,중파,,,,,,,,,,,,,
688,두부,양배추,,,,,,,,,,,,
689,유정란/친환경,브로컬리,당근,쌈채소모음,,,,,,,,,,
690,유정란/친환경,,,,,,,,,,,,,
691,두부,콩나물,찌개용두부,사과,양배추,,,,,,,,,
692,양파,찌개용두부,사과,,,,,,,,,,,
693,황토숙주나물,찌개용두부,,,,,,,,,,,,
694,유정란/친환경,양배추,,,,,,,,,,,,
695,두부,참기름,쌈채소모음,가지,닭가슴살,,,,,,,,,
696,유정란/친환경,,,,,,,,,,,,,
697,두부,사과/,,,,,,,,,,,,
698,유정란/친환경,찌개용두부,,,,,,,,,,,,
699,유정란/친환경,브로컬리,,,,,,,,,,,,
700,유정란/친환경,,,,,,,,,,,,,
701,유정란/친환경,,,,,,,,,,,,,
702,유정란/친환경,오이,,,,,,,,,,,,
703,사과,,,,,,,,,,,,,
704,양파,콩나물,애호박,팽이버섯,가지,사과,,,,,,,,
705,콩나물,,,,,,,,,,,,,
706,콩나물,,,,,,,,,,,,,
707,두부,대파,,,,,,,,,,,,
708,유정란/친환경,콩나물,,,,,,,,,,,,
709,두부,콩나물,,,,,,,,,,,,
710,두부,백미/유,,,,,,,,,,,,
711,유정란/친환경,,,,,,,,,,,,,
712,구운도시락김,,,,,,,,,,,,,
713,콩나물,부추,,,,,,,,,,,,
714,브로컬리,,,,,,,,,,,,,
715,구운도시락김,,,,,,,,,,,,,
716,콩나물,,,,,,,,,,,,,
717,가지,,,,,,,,,,,,,
718,두부,방울토마토/대추형,연두부,,,,,,,,,,,
719,플레인요구르트,,,,,,,,,,,,,
720,동물복지유정란,콩나물,,,,,,,,,,,,
721,유정란/친환경,,,,,,,,,,,,,
722,두부,콩나물,깐마늘/난지형/유,,,,,,,,,,,
723,동물복지유정란,시금치,월동무,대파,도토리묵,,,,,,,,,
724,대파,,,,,,,,,,,,,
725,두부,유정란/친환경,,,,,,,,,,,,
726,두부,대파,,,,,,,,,,,,
727,두부,유정란/친환경,오이,누룽지,중파,부추,,,,,,,,
728,두부,완숙토마토,도토리묵,,,,,,,,,,,
729,두부,유정란/친환경,애호박,누룽지,,,,,,,,,,
730,두부,완숙토마토,무,,,,,,,,,,,
731,두부,콩나물,애호박,,,,,,,,,,,
732,두부,유정란/친환경,오이,유기농저지방우유,,,,,,,,,,
733,두부,,,,,,,,,,,,,
734,유정란/친환경,콩나물,애호박,무,중파,가지,,,,,,,,
735,월동무,대파,양배추,,,,,,,,,,,
736,대파,황토숙주나물,,,,,,,,,,,,
737,가지,부추,,,,,,,,,,,,
738,양파,,,,,,,,,,,,,
739,콩나물,유기농우유,,,,,,,,,,,,
740,백미/유,,,,,,,,,,,,,
741,유정란/친환경,유기농저지방우유,,,,,,,,,,,,
742,동물복지유정란,유기농저지방우유,,,,,,,,,,,,
743,양파,,,,,,,,,,,,,
744,참기름,,,,,,,,,,,,,
745,플레인요구르트,,,,,,,,,,,,,
746,완숙토마토,플레인요구르트,당근,,,,,,,,,,,
747,두부,유정란/친환경,,,,,,,,,,,,
748,두부,콩나물,,,,,,,,,,,,
749,콩나물,찌개용두부,,,,,,,,,,,,
750,콩나물,,,,,,,,,,,,,
751,동물복지유정란,찌개용두부,,,,,,,,,,,,
752,콩나물,,,,,,,,,,,,,
753,콩나물,월동무,대파,,,,,,,,,,,
754,두부,대파,,,,,,,,,,,,
755,두부,,,,,,,,,,,,,
756,찌개용두부,,,,,,,,,,,,,
757,황토숙주나물,,,,,,,,,,,,,
758,상추,,,,,,,,,,,,,
759,콩나물,,,,,,,,,,,,,
760,콩나물,찌개용두부,,,,,,,,,,,,
761,콩나물,찌개용두부,,,,,,,,,,,,
762,유기농우유,,,,,,,,,,,,,
763,유정란/친환경,백미/유,깐마늘/난지형/유,닭가슴살,닭가슴살,,,,,,,,,
764,두부,,,,,,,,,,,,,
765,오분도미/유,,,,,,,,,,,,,
766,유정란/친환경,닭가슴살,,,,,,,,,,,,
767,유정란/친환경,오이,,,,,,,,,,,,
768,유정란/친환경,,,,,,,,,,,,,
769,감자라면,,,,,,,,,,,,,
770,유기농저지방우유,,,,,,,,,,,,,
771,유기농우유,,,,,,,,,,,,,
772,동물복지유정란,,,,,,,,,,,,,
773,유정란/친환경,양파,유기농저지방우유,,,,,,,,,,,
774,유정란/친환경,,,,,,,,,,,,,
775,어린잎채소,쌈채소모음,감자라면,,,,,,,,,,,
776,콩나물,,,,,,,,,,,,,
777,대파,쌈채소모음,당면,,,,,,,,,,,
778,두부,찌개용두부,,,,,,,,,,,,
779,콩나물,,,,,,,,,,,,,
780,유정란/친환경,찌개용두부,,,,,,,,,,,,
781,떡국떡,대파,,,,,,,,,,,,
782,시금치,월동무,,,,,,,,,,,,
783,느타리버섯,,,,,,,,,,,,,
784,유정란/친환경,참기름,대파,,,,,,,,,,,
785,유정란/친환경,,,,,,,,,,,,,
786,두부,유정란/친환경,찌개용두부,,,,,,,,,,,
787,두부,중파,,,,,,,,,,,,
788,두부,찌개용두부,,,,,,,,,,,,
789,두부,,,,,,,,,,,,,
790,두부,,,,,,,,,,,,,
791,두부,찌개용두부,,,,,,,,,,,,
792,유정란/친환경,찌개용두부,,,,,,,,,,,,
793,오이,,,,,,,,,,,,,
794,유정란/친환경,,,,,,,,,,,,,
795,양파,중파,,,,,,,,,,,,
796,동물복지유정란,,,,,,,,,,,,,
797,동물복지유정란,대파,,,,,,,,,,,,
798,유정란/친환경,찌개용두부,,,,,,,,,,,,
799,찌개용두부,,,,,,,,,,,,,
800,두부,상추,,,,,,,,,,,,
801,얼갈이,,,,,,,,,,,,,
802,상추,대파,,,,,,,,,,,,
803,유정란/친환경,,,,,,,,,,,,,
804,두부,,,,,,,,,,,,,
805,콩나물,,,,,,,,,,,,,
806,유정란/친환경,,,,,,,,,,,,,
807,두부,콩나물,,,,,,,,,,,,
808,유정란/친환경,,,,,,,,,,,,,
809,유정란/친환경,,,,,,,,,,,,,
810,콩나물,,,,,,,,,,,,,
811,유정란/친환경,백미/유,,,,,,,,,,,,
812,콩나물,월동무,,,,,,,,,,,,
813,두부,양파,당근,,,,,,,,,,,
814,두부,당면,,,,,,,,,,,,
815,두부,참기름,깐마늘/난지형/유,유기농우유,사과,,,,,,,,,
816,깐마늘/난지형/유,,,,,,,,,,,,,
817,두부,유정란/친환경,,,,,,,,,,,,
818,떡국떡,두부,동물복지유정란,시금치,당근,당면,느타리버섯,,,,,,,
819,동물복지유정란,,,,,,,,,,,,,
820,두부,,,,,,,,,,,,,
821,상추,애호박,플레인요구르트,찌개용두부,양배추,,,,,,,,,
822,유정란/친환경,오이,콩나물,방울토마토/대추형,,,,,,,,,,
823,콩국물,두부,오이,오이,콩나물,방울토마토/대추형,찌개용두부,도토리묵,,,,,,
824,오이,,,,,,,,,,,,,
825,콩국물,오이,,,,,,,,,,,,
826,콩나물,방울토마토/대추형,중파,,,,,,,,,,,
827,두부,,,,,,,,,,,,,
828,유정란/친환경,콩나물,,,,,,,,,,,,
829,오이,콩나물,,,,,,,,,,,,
830,콩나물,,,,,,,,,,,,,
831,콩나물,,,,,,,,,,,,,
832,유정란/친환경,,,,,,,,,,,,,
833,유정란/친환경,연두부,,,,,,,,,,,,
834,유정란/친환경,,,,,,,,,,,,,
835,두부,유정란/친환경,연두부,,,,,,,,,,,
836,동물복지유정란,,,,,,,,,,,,,
837,유정란/친환경,연두부,,,,,,,,,,,,
838,유정란/친환경,누룽지,,,,,,,,,,,,
839,연두부,연두부,,,,,,,,,,,,
840,두부,사과/,,,,,,,,,,,,
841,유정란/친환경,양파,연두부,양배추,,,,,,,,,,
842,유정란/친환경,,,,,,,,,,,,,
843,연두부,,,,,,,,,,,,,
844,찌개용두부,,,,,,,,,,,,,
845,찌개용두부,,,,,,,,,,,,,
846,연두부,,,,,,,,,,,,,
847,깐마늘/난지형/유,,,,,,,,,,,,,
848,연두부,연두부,,,,,,,,,,,,
849,중파,,,,,,,,,,,,,
850,연두부,,,,,,,,,,,,,
851,유정란/친환경,연두부,연두부,깐마늘/난지형/유,누룽지,,,,,,,,,
852,유정란/친환경,,,,,,,,,,,,,
853,두부,연두부,,,,,,,,,,,,
854,유정란/친환경,,,,,,,,,,,,,
855,연두부,,,,,,,,,,,,,
856,양배추,,,,,,,,,,,,,
857,동물복지유정란,연두부,,,,,,,,,,,,
858,콩국물,콩국물,유정란/친환경,완숙토마토,완숙토마토,완숙토마토,,,,,,,,
859,유정란/친환경,연두부,,,,,,,,,,,,
860,연두부,,,,,,,,,,,,,
861,연두부,,,,,,,,,,,,,
862,연두부,백미/유,,,,,,,,,,,,
863,유정란/친환경,깐마늘/난지형/유,,,,,,,,,,,,
864,연두부,,,,,,,,,,,,,
865,두부,,,,,,,,,,,,,
866,두부,콩나물,,,,,,,,,,,,
867,구운도시락김,,,,,,,,,,,,,
868,콩나물,,,,,,,,,,,,,
869,찌개용두부,,,,,,,,,,,,,
870,대파,,,,,,,,,,,,,
871,두부,,,,,,,,,,,,,
872,콩나물,쌈채소모음,중파,,,,,,,,,,,
873,두부,,,,,,,,,,,,,
874,두부,깐마늘/난지형/유,,,,,,,,,,,,
875,유정란/친환경,시금치,당근,월동무,유기농우유,,,,,,,,,
876,당근,대파,닭가슴살,,,,,,,,,,,
877,두부,당근,월동무,,,,,,,,,,,
878,두부,유정란/친환경,양파,상추,느타리버섯,,,,,,,,,
879,두부,완숙토마토,,,,,,,,,,,,
880,방울토마토/대추형,유기농우유,쌈채소모음,찹쌀백미/유,,,,,,,,,,
881,두부,두부,오이,오이,사과/,애호박,당근,쌈채소모음,부추,,,,,
882,떡국떡,백미/유,당근,,,,,,,,,,,
883,백미/유,,,,,,,,,,,,,
884,두부,유정란/친환경,오이,백미/유,유기농저지방우유,유기농우유,깻잎,,,,,,,
885,유정란/친환경,유기농우유,,,,,,,,,,,,
886,사과/,,,,,,,,,,,,,
887,떡국떡,백미/유,양배추,,,,,,,,,,,
888,팽이버섯,,,,,,,,,,,,,
889,브로컬리,팽이버섯,,,,,,,,,,,,
890,두부,,,,,,,,,,,,,
891,두부,,,,,,,,,,,,,
892,유정란/친환경,,,,,,,,,,,,,
893,동물복지유정란,,,,,,,,,,,,,
894,유정란/친환경,,,,,,,,,,,,,
895,동물복지유정란,콩나물,,,,,,,,,,,,
896,동물복지유정란,,,,,,,,,,,,,
897,콩나물,,,,,,,,,,,,,
898,유기농우유,,,,,,,,,,,,,
899,두부,콩나물,,,,,,,,,,,,
900,콩나물,,,,,,,,,,,,,
901,두부,,,,,,,,,,,,,
902,유정란/친환경,,,,,,,,,,,,,
903,유정란/친환경,,,,,,,,,,,,,
904,유정란/친환경,,,,,,,,,,,,,
905,유정란/친환경,,,,,,,,,,,,,
906,콩국물,,,,,,,,,,,,,
907,애호박,,,,,,,,,,,,,
908,유정란/친환경,,,,,,,,,,,,,
909,두부,유정란/친환경,콩나물,,,,,,,,,,,
910,유정란/친환경,,,,,,,,,,,,,
911,두부,,,,,,,,,,,,,
912,두부,유정란/친환경,연두부,,,,,,,,,,,
913,콩나물,감자라면,,,,,,,,,,,,
914,콩나물,,,,,,,,,,,,,
915,콩나물,찌개용두부,,,,,,,,,,,,
916,유정란/친환경,콩나물,,,,,,,,,,,,
917,부추,,,,,,,,,,,,,
918,콩나물,사과/,,,,,,,,,,,,
919,당근,,,,,,,,,,,,,
920,찌개용두부,,,,,,,,,,,,,
921,떡국떡,콩나물,얼갈이,,,,,,,,,,,
922,유정란/친환경,찌개용두부,얼음식혜,,,,,,,,,,,
923,유정란/친환경,,,,,,,,,,,,,
924,당근,,,,,,,,,,,,,
925,두부,오이,당근,얼갈이,,,,,,,,,,
926,당근,,,,,,,,,,,,,
927,양파,,,,,,,,,,,,,
928,양파,월동무,,,,,,,,,,,,
929,동물복지유정란,,,,,,,,,,,,,
930,양파,,,,,,,,,,,,,
931,월동무,,,,,,,,,,,,,
932,시금치,,,,,,,,,,,,,
933,월동무,,,,,,,,,,,,,
934,오이,,,,,,,,,,,,,
935,유정란/친환경,무,,,,,,,,,,,,
936,방울토마토/대추형,부추,,,,,,,,,,,,
937,당근,,,,,,,,,,,,,
938,대파,,,,,,,,,,,,,
939,유정란/친환경,,,,,,,,,,,,,
940,오이,방울토마토/대추형,,,,,,,,,,,,
941,찌개용두부,,,,,,,,,,,,,
942,유정란/친환경,,,,,,,,,,,,,
943,찌개용두부,,,,,,,,,,,,,
944,황토숙주나물,,,,,,,,,,,,,
945,팽이버섯,,,,,,,,,,,,,
946,동물복지유정란,콩나물,,,,,,,,,,,,
947,찌개용두부,,,,,,,,,,,,,
948,동물복지유정란,무,유기농저지방우유,,,,,,,,,,,
949,두부,양파,부추,,,,,,,,,,,
950,월동무,,,,,,,,,,,,,
951,동물복지유정란,콩나물,당근,,,,,,,,,,,
952,당근,,,,,,,,,,,,,
953,두부,,,,,,,,,,,,,
954,당근,월동무,,,,,,,,,,,,
955,콩나물,시금치,,,,,,,,,,,,
956,월동무,,,,,,,,,,,,,
957,두부,,,,,,,,,,,,,
958,당근,,,,,,,,,,,,,
959,양배추,,,,,,,,,,,,,
960,두부,,,,,,,,,,,,,
961,콩나물,당근,,,,,,,,,,,,
962,양배추,,,,,,,,,,,,,
963,콩나물,,,,,,,,,,,,,
964,당근,,,,,,,,,,,,,
965,당근,,,,,,,,,,,,,
966,두부,,,,,,,,,,,,,
967,양배추,,,,,,,,,,,,,
968,두부,양배추,감자라면,,,,,,,,,,,
969,양배추,,,,,,,,,,,,,
970,양배추,,,,,,,,,,,,,
971,콩국물,,,,,,,,,,,,,
972,두부,,,,,,,,,,,,,
973,중파,사과,,,,,,,,,,,,
974,양배추,,,,,,,,,,,,,
975,무,,,,,,,,,,,,,
976,당근,,,,,,,,,,,,,
977,유정란/친환경,부추,,,,,,,,,,,,
978,찹쌀백미/유,,,,,,,,,,,,,
979,유정란/친환경,,,,,,,,,,,,,
980,느타리버섯,,,,,,,,,,,,,
981,양배추,감자라면,,,,,,,,,,,,
982,양파,,,,,,,,,,,,,
983,동물복지유정란,,,,,,,,,,,,,
984,양파,오분도미/유,백미/유,,,,,,,,,,,
985,당면,,,,,,,,,,,,,
986,구운도시락김,,,,,,,,,,,,,
987,유정란/친환경,구운도시락김,,,,,,,,,,,,
988,유정란/친환경,오분도미/유,대파,찹쌀백미/유,,,,,,,,,,
989,유기농우유,구운도시락김,,,,,,,,,,,,
990,두부,유정란/친환경,콩나물,,,,,,,,,,,
991,사과/,완숙토마토,,,,,,,,,,,,
992,두부,구운도시락김,,,,,,,,,,,,
993,동물복지유정란,사과/,대파,,,,,,,,,,,
994,유정란/친환경,사과/,오분도미/유,,,,,,,,,,,
995,유정란/친환경,양배추,,,,,,,,,,,,
996,두부,,,,,,,,,,,,,
997,양파,대파,,,,,,,,,,,,
998,유정란/친환경,구운도시락김,,,,,,,,,,,,
999,월동무,구운도시락김,,,,,,,,,,,,
1000,유정란/친환경,오분도미/유,,,,,,,,,,,,
1001,유정란/친환경,,,,,,,,,,,,,
1002,브로컬리,대파,,,,,,,,,,,,
1003,오이,당근,부추,구운도시락김,,,,,,,,,,
1004,오이,구운도시락김,,,,,,,,,,,,
1005,찌개용두부,부추,,,,,,,,,,,,
1006,유정란/친환경,구운도시락김,,,,,,,,,,,,
1007,유정란/친환경,깐마늘/난지형/유,,,,,,,,,,,,
1008,애호박,양송이버섯,,,,,,,,,,,,
1009,유정란/친환경,오분도미/유,애호박,구운도시락김,,,,,,,,,,
1010,양파,사과/,구운도시락김,,,,,,,,,,,
1011,오이,완숙토마토,,,,,,,,,,,,
1012,유정란/친환경,상추,애호박,완숙토마토,구운도시락김,깻잎,,,,,,,,
1013,시금치,구운도시락김,찹쌀백미/유,,,,,,,,,,,
1014,유정란/친환경,무,,,,,,,,,,,,
1015,구운도시락김,느타리버섯,,,,,,,,,,,,
1016,유정란/친환경,양파,오이,중파,팽이버섯,찌개용두부,구운도시락김,양배추,,,,,,
1017,유정란/친환경,양파,오이,얼갈이,,,,,,,,,,
1018,브로컬리,,,,,,,,,,,,,
1019,중파,,,,,,,,,,,,,
1020,사과/,,,,,,,,,,,,,
1021,애호박,중파,얼음식혜,구운도시락김,,,,,,,,,,
1022,사과/,애호박,,,,,,,,,,,,
1023,중파,,,,,,,,,,,,,
1024,애호박,,,,,,,,,,,,,
1025,애호박,중파,얼음식혜,구운도시락김,구운도시락김,,,,,,,,,
1026,두부,애호박,구운도시락김,,,,,,,,,,,
1027,양파,얼음식혜,가지,,,,,,,,,,,
1028,두부,사과,,,,,,,,,,,,
1029,유정란/친환경,중파,가지,구운도시락김,느타리버섯,,,,,,,,,
1030,찌개용두부,,,,,,,,,,,,,
1031,유정란/친환경,구운도시락김,,,,,,,,,,,,
1032,오분도미/유,,,,,,,,,,,,,
1033,양파,구운도시락김,양배추,,,,,,,,,,,
1034,오이,콩나물,애호박,완숙토마토,사과,구운도시락김,깻잎,,,,,,,
1035,콩나물,부추,,,,,,,,,,,,
1036,유정란/친환경,,,,,,,,,,,,,
1037,오이,애호박,얼갈이,황토숙주나물,느타리버섯,,,,,,,,,
1038,오이,시금치,,,,,,,,,,,,
1039,구운도시락김,양배추,,,,,,,,,,,,
1040,애호박,,,,,,,,,,,,,
1041,유정란/친환경,유정란/친환경,오이,무,사과,구운도시락김,구운도시락김,,,,,,,
1042,유정란/친환경,,,,,,,,,,,,,
1043,오이,애호박,무,,,,,,,,,,,
1044,중파,,,,,,,,,,,,,
1045,유정란/친환경,대파,사과,,,,,,,,,,,
1046,구운도시락김,,,,,,,,,,,,,
1047,오이,,,,,,,,,,,,,
1048,두부,,,,,,,,,,,,,
1049,대파,,,,,,,,,,,,,
1050,동물복지유정란,당근,찌개용두부,,,,,,,,,,,
1051,떡국떡,,,,,,,,,,,,,
1052,양파,대파,,,,,,,,,,,,
1053,유정란/친환경,,,,,,,,,,,,,
1054,찌개용두부,,,,,,,,,,,,,
1055,시금치,,,,,,,,,,,,,
1056,유정란/친환경,백미/유,,,,,,,,,,,,
1057,유정란/친환경,월동무,대파,,,,,,,,,,,
1058,오이,당근,,,,,,,,,,,,
1059,양파,오이,,,,,,,,,,,,
1060,오이,,,,,,,,,,,,,
1061,깐마늘/난지형/유,,,,,,,,,,,,,
1062,백미/유,중파,,,,,,,,,,,,
1063,양파,오이,애호박,얼갈이,,,,,,,,,,
1064,참기름,무,찌개용두부,,,,,,,,,,,
1065,얼음식혜,,,,,,,,,,,,,
1066,양파,애호박,어린잎채소,닭가슴살,,,,,,,,,,
1067,유정란/친환경,브로컬리,당근,깻잎,,,,,,,,,,
1068,양파,애호박,깐마늘/난지형/유,찹쌀백미/유,,,,,,,,,,
1069,오이,방울토마토/대추형,중파,,,,,,,,,,,
1070,유정란/친환경,오이,백미/유,,,,,,,,,,,
1071,오이,브로컬리,깻잎,,,,,,,,,,,
1072,두부,유정란/친환경,콩나물,방울토마토/대추형,깐마늘/난지형/유,누룽지,,,,,,,,
1073,콩나물,상추,중파,,,,,,,,,,,
1074,가지,,,,,,,,,,,,,
1075,백미/유,중파,,,,,,,,,,,,
1076,유정란/친환경,,,,,,,,,,,,,
1077,두부,콩나물,애호박,,,,,,,,,,,
1078,유정란/친환경,,,,,,,,,,,,,
1079,오이,깐마늘/난지형/유,,,,,,,,,,,,
1080,유정란/친환경,양파,오이,애호박,쌈채소모음,,,,,,,,,
1081,유정란/친환경,시금치,얼음식혜,,,,,,,,,,,
1082,두부,,,,,,,,,,,,,
1083,두부,중파,,,,,,,,,,,,
1084,두부,,,,,,,,,,,,,
1085,콩나물,,,,,,,,,,,,,
1086,오분도미/유,,,,,,,,,,,,,
1087,월동무,,,,,,,,,,,,,
1088,플레인요구르트,,,,,,,,,,,,,
1089,어린잎채소,,,,,,,,,,,,,
1090,어린잎채소,중파,찌개용두부,구운도시락김,,,,,,,,,,
1091,두부,,,,,,,,,,,,,
1092,두부,,,,,,,,,,,,,
1093,유기농저지방우유,,,,,,,,,,,,,
1094,어린잎채소,유기농저지방우유,,,,,,,,,,,,
1095,구운도시락김,,,,,,,,,,,,,
1096,플레인요구르트,무,브로컬리,얼음식혜,,,,,,,,,,
1097,닭가슴살,,,,,,,,,,,,,
1098,양파,시금치,플레인요구르트,중파,구운도시락김,,,,,,,,,
1099,플레인요구르트,양송이버섯,,,,,,,,,,,,
1100,유정란/친환경,플레인요구르트,유기농저지방우유,,,,,,,,,,,
1101,브로컬리,,,,,,,,,,,,,
1102,유정란/친환경,구운도시락김,,,,,,,,,,,,
1103,오이,당근,,,,,,,,,,,,
1104,두부,플레인요구르트,유기농저지방우유,,,,,,,,,,,
1105,플레인요구르트,유기농저지방우유,가지,,,,,,,,,,,
1106,완숙토마토,가지,,,,,,,,,,,,
1107,두부,,,,,,,,,,,,,
1108,유정란/친환경,양파,중파,사과,,,,,,,,,,
1109,백미/유,플레인요구르트,당근,찌개용두부,,,,,,,,,,
1110,누룽지,양배추,,,,,,,,,,,,
