,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,all-confidence,collective strength,cosine similarity
66,frozenset({'부추'}),frozenset({'오이'}),0.025831087151841868,0.07232704402515723,0.0057277628032345014,0.2217391304347826,3.0657844990548204,0.0038594766255855614,1.1919820104704684,0.6916862202570676,{'오이 => 부추': 0.07919254658385093},3.106834345858056,0.13251447625229146
67,frozenset({'오이'}),frozenset({'부추'}),0.07232704402515723,0.025831087151841868,0.0057277628032345014,0.07919254658385093,3.0657844990548204,0.0038594766255855614,1.0579507249143572,0.7263542705217682,{'오이 => 부추': 0.07919254658385093},3.106834345858056,0.13251447625229146
70,frozenset({'가지'}),frozenset({'오이'}),0.03425426774483378,0.07232704402515723,0.005559299191374663,0.1622950819672131,2.2439059158945116,0.0030817892601445467,1.1073982449014756,0.5740108375298514,{'오이 => 가지': 0.07686335403726707},3.078729904604743,0.11168949970231393
71,frozenset({'오이'}),frozenset({'가지'}),0.07232704402515723,0.03425426774483378,0.005559299191374663,0.07686335403726707,2.2439059158945116,0.0030817892601445467,1.0461568571443685,0.5975689094333162,{'오이 => 가지': 0.07686335403726707},3.078729904604743,0.11168949970231393
77,frozenset({'애호박'}),frozenset({'오이'}),0.03419811320754717,0.07232704402515723,0.005390835579514825,0.15763546798029557,2.1794816877275647,0.00291738713997525,1.101272573467211,0.5603378103378104,{'오이 => 애호박': 0.07453416149068323},3.074326463424561,0.10839385327177356
76,frozenset({'오이'}),frozenset({'애호박'}),0.07232704402515723,0.03419811320754717,0.005390835579514825,0.07453416149068323,2.1794816877275647,0.00291738713997525,1.0435845890844624,0.5833686440677966,{'오이 => 애호박': 0.07453416149068323},3.074326463424561,0.10839385327177356
34,frozenset({'당근'}),frozenset({'양파'}),0.059074573225516624,0.07732479784366576,0.00752470799640611,0.12737642585551331,1.6472907709767475,0.0029567785640422064,1.0573576390724004,0.4176129379362438,{'양파 => 당근': 0.09731299927378359},3.0626133893282455,0.11133455005870692
35,frozenset({'양파'}),frozenset({'당근'}),0.07732479784366576,0.059074573225516624,0.00752470799640611,0.09731299927378359,1.6472907709767473,0.0029567785640422064,1.0423606698861332,0.4258731901929098,{'양파 => 당근': 0.09731299927378359},3.0626133893282455,0.11133455005870692
49,frozenset({'중파'}),frozenset({'오이'}),0.05508760107816712,0.07232704402515723,0.006457771787960467,0.11722731906218144,1.620795107033639,0.0024734484395395745,1.0508627826920562,0.4053485469780708,{'오이 => 중파': 0.08928571428571429},3.0546832736788088,0.10230701303559887
48,frozenset({'오이'}),frozenset({'중파'}),0.07232704402515723,0.05508760107816712,0.006457771787960467,0.08928571428571429,1.620795107033639,0.0024734484395395745,1.0375508694043656,0.4128813559322033,{'오이 => 중파': 0.08928571428571429},3.0546832736788088,0.10230701303559887
91,frozenset({'양파'}),frozenset({'대파'}),0.07732479784366576,0.042789757412398925,0.0052223719676549865,0.06753812636165578,1.578371331034601,0.0019136626259617408,1.0265408909993199,0.39714465771819984,{'양파 => 대파': 0.06753812636165578},3.0436839501613693,0.0907900996460814
90,frozenset({'대파'}),frozenset({'양파'}),0.042789757412398925,0.07732479784366576,0.0052223719676549865,0.12204724409448818,1.578371331034601,0.0019136626259617408,1.0509394679269457,0.38281613698039074,{'양파 => 대파': 0.06753812636165578},3.0436839501613693,0.0907900996460814
52,frozenset({'양파'}),frozenset({'중파'}),0.07732479784366576,0.05508760107816712,0.006064690026954178,0.0784313725490196,1.4237572704922947,0.001805052409892401,1.0253304754258186,0.32257622786196816,{'양파 => 중파': 0.0784313725490196},3.038378337382577,0.09292279870493636
53,frozenset({'중파'}),frozenset({'양파'}),0.05508760107816712,0.07732479784366576,0.006064690026954178,0.11009174311926605,1.4237572704922947,0.001805052409892401,1.0368205879901076,0.3149848457835621,{'양파 => 중파': 0.0784313725490196},3.038378337382577,0.09292279870493636
87,frozenset({'콩나물'}),"frozenset({'유정란/친환경', '두부'})",0.12078840970350405,0.03515274034141959,0.005278526504941599,0.04370060437006044,1.2431635185655532,0.001032482902381315,1.0089384810527984,0.22247271630254417,{'콩나물 => 유정란/친환경': 0.04370060437006044},3.019082126632906,0.08100661443811073
86,"frozenset({'유정란/친환경', '두부'})",frozenset({'콩나물'}),0.03515274034141959,0.12078840970350405,0.005278526504941599,0.15015974440894567,1.243163518565553,0.001032482902381315,1.0345610066270798,0.20272700029967022,{'콩나물 => 유정란/친환경': 0.04370060437006044},3.019082126632906,0.08100661443811073
89,frozenset({'두부'}),"frozenset({'콩나물', '유정란/친환경'})",0.2059748427672956,0.02100179694519317,0.005278526504941599,0.025627044711014176,1.220231048699841,0.0009526846813247671,1.004746896699785,0.22730145354961034,{'두부 => 콩나물': 0.025627044711014176},3.0137006058433715,0.08025597755130015
84,"frozenset({'콩나물', '유정란/친환경'})",frozenset({'두부'}),0.02100179694519317,0.2059748427672956,0.005278526504941599,0.25133689839572193,1.2202310486998407,0.0009526846813247671,1.0605907457322552,0.18435485563791962,{'두부 => 콩나물': 0.025627044711014176},3.0137006058433715,0.08025597755130015
14,frozenset({'콩나물'}),frozenset({'찌개용두부'}),0.12078840970350405,0.08288409703504043,0.01179245283018868,0.09762900976290098,1.1778979714483337,0.0017810145596152318,1.0163401892208286,0.17177893958886492,{'콩나물 => 찌개용두부': 0.09762900976290098},3.028592445768319,0.1178571434707265
15,frozenset({'찌개용두부'}),frozenset({'콩나물'}),0.08288409703504043,0.12078840970350405,0.01179245283018868,0.14227642276422764,1.1778979714483337,0.0017810145596152318,1.025052375416768,0.16467933242363816,{'콩나물 => 찌개용두부': 0.09762900976290098},3.028592445768319,0.1178571434707265
78,frozenset({'콩나물'}),frozenset({'대파'}),0.12078840970350405,0.042789757412398925,0.005390835579514825,0.044630404463040445,1.043016066506331,0.00022232883007243433,1.0019266334822043,0.046907932554129034,{'콩나물 => 대파': 0.044630404463040445},3.0039619162304088,0.0749848526125639
79,frozenset({'대파'}),frozenset({'콩나물'}),0.042789757412398925,0.12078840970350405,0.005390835579514825,0.12598425196850394,1.043016066506331,0.00022232883007243433,1.0059447925013962,0.043085621260119576,{'콩나물 => 대파': 0.044630404463040445},3.0039619162304088,0.0749848526125639
3,frozenset({'두부'}),frozenset({'콩나물'}),0.2059748427672956,0.12078840970350405,0.025774932614555258,0.12513631406761178,1.0359960394774665,0.0008955589177643275,1.004969807792941,0.043758493496408396,{'두부 => 콩나물': 0.12513631406761178},3.011478942360252,0.1634096940407081
2,frozenset({'콩나물'}),frozenset({'두부'}),0.12078840970350405,0.2059748427672956,0.025774932614555258,0.21338912133891214,1.0359960394774665,0.0008955589177643275,1.0094255988224272,0.03951875187067859,{'두부 => 콩나물': 0.12513631406761178},3.011478942360252,0.1634096940407081
64,frozenset({'오이'}),frozenset({'양파'}),0.07232704402515723,0.07732479784366576,0.0057277628032345014,0.07919254658385093,1.0241545893719808,0.00013508874535930488,1.0020283814311624,0.025423728813559438,{'양파 => 오이': 0.07407407407407408},3.0025828411701716,0.07659056444345307
65,frozenset({'양파'}),frozenset({'오이'}),0.07732479784366576,0.07232704402515723,0.0057277628032345014,0.07407407407407408,1.0241545893719808,0.00013508874535930488,1.0018867924528303,0.025561438743837983,{'양파 => 오이': 0.07407407407407408},3.0025828411701716,0.07659056444345307
31,frozenset({'유정란/친환경'}),frozenset({'브로컬리'}),0.21091644204851753,0.03745507637017071,0.007861635220125786,0.03727369542066027,0.9951573733899822,-3.8256224526122054e-05,0.9998115965579752,-0.006129092882128591,{'유정란/친환경 => 브로컬리': 0.03727369542066027},2.999471757074458,0.08845091438877585
30,frozenset({'브로컬리'}),frozenset({'유정란/친환경'}),0.03745507637017071,0.21091644204851753,0.007861635220125786,0.2098950524737631,0.9951573733899822,-3.8256224526122054e-05,0.9987072735363164,-0.005030117684520538,{'유정란/친환경 => 브로컬리': 0.03727369542066027},2.999471757074458,0.08845091438877585
88,frozenset({'유정란/친환경'}),"frozenset({'콩나물', '두부'})",0.21091644204851753,0.025774932614555258,0.005278526504941599,0.025026624068157612,0.9709675847619842,-0.0001578305761606889,0.9992324830965948,-0.036509256422600625,{'유정란/친환경 => 콩나물': 0.025026624068157612},2.9977891972040824,0.07159104784542034
85,"frozenset({'콩나물', '두부'})",frozenset({'유정란/친환경'}),0.025774932614555258,0.21091644204851753,0.005278526504941599,0.20479302832244006,0.9709675847619841,-0.0001578305761606889,0.992299597533508,-0.029777649271979015,{'유정란/친환경 => 콩나물': 0.025026624068157612},2.9977891972040824,0.07159104784542034
94,frozenset({'부추'}),frozenset({'두부'}),0.025831087151841868,0.2059748427672956,0.005110062893081761,0.19782608695652174,0.960438101559907,-0.00021049122152717783,0.9898416594228835,-0.040568365523696165,{'두부 => 부추': 0.024809160305343508},2.9970201083864687,0.07005639944989446
95,frozenset({'두부'}),frozenset({'부추'}),0.2059748427672956,0.025831087151841868,0.005110062893081761,0.024809160305343508,0.9604381015599069,-0.00021049122152717783,0.9989520750145496,-0.049318355778977745,{'두부 => 부추': 0.024809160305343508},2.9970201083864687,0.07005639944989446
7,frozenset({'양파'}),frozenset({'유정란/친환경'}),0.07732479784366576,0.21091644204851753,0.014824797843665768,0.1917211328976035,0.9089909304154747,-0.001484273399641094,0.9762516256057424,-0.09788948034349279,{'유정란/친환경 => 양파': 0.07028753993610223},2.980590186265468,0.11608448124161588
