,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,all-confidence,collective strength,cosine similarity
0,frozenset({'유정란/친환경'}),frozenset({'두부'}),0.1951323334251446,0.1873951473570874,0.028394721686656483,0.14551520595406134,0.7765153367433656,-0.008172130689680802,0.9509880787875383,-0.26339515272640196,{'유정란/친환경 => 두부': 0.14551520595406134},2.903678319156341,0.14848884426867967
1,frozenset({'두부'}),frozenset({'유정란/친환경'}),0.1873951473570874,0.1951323334251446,0.028394721686656483,0.15152324959914484,0.7765153367433655,-0.008172130689680802,0.9486030892356249,-0.26154317176136843,{'유정란/친환경 => 두부': 0.14551520595406134},2.903678319156341,0.14848884426867967
36,frozenset({'콩나물'}),frozenset({'양파'}),0.09865538222700754,0.07361594511355385,0.00563387335052708,0.05710659898477157,0.7757368175696674,-0.001628735852652983,0.9824907607678595,-0.24284852904058116,{'콩나물 => 양파': 0.05710659898477157},2.972110826082794,0.06610902346524593
37,frozenset({'양파'}),frozenset({'콩나물'}),0.07361594511355385,0.09865538222700754,0.00563387335052708,0.07653061224489795,0.7757368175696673,-0.001628735852652983,0.976041685544235,-0.2378457439503393,{'콩나물 => 양파': 0.05710659898477157},2.972110826082794,0.06610902346524593
15,frozenset({'두부'}),frozenset({'동물복지유정란'}),0.1873951473570874,0.06365024914239928,0.009239552294864412,0.04930518439337254,0.774626730573611,-0.0026881955224908258,0.9849109677327174,-0.2636442019704928,{'두부 => 동물복지유정란': 0.04930518439337254},2.9631292834094327,0.08460026114696528
14,frozenset({'동물복지유정란'}),frozenset({'두부'}),0.06365024914239928,0.1873951473570874,0.009239552294864412,0.14516129032258066,0.7746267305736109,-0.0026881955224908258,0.9505943559218978,-0.23706163715911394,{'두부 => 동물복지유정란': 0.04930518439337254},2.9631292834094327,0.08460026114696528
38,frozenset({'유정란/친환경'}),frozenset({'백미/유'}),0.1951323334251446,0.03725868242481909,0.005458597290732905,0.027973822661362762,0.7508001045879332,-0.0018117763511684695,0.9904479323912059,-0.2919759404513035,{'유정란/친환경 => 백미/유': 0.027973822661362762},2.9744490856386925,0.0640180866379625
39,frozenset({'백미/유'}),frozenset({'유정란/친환경'}),0.03725868242481909,0.1951323334251446,0.005458597290732905,0.14650537634408603,0.7508001045879332,-0.0018117763511684695,0.9430260534357361,-0.2563715887717804,{'유정란/친환경 => 백미/유': 0.027973822661362762},2.9744490856386925,0.0640180866379625
18,frozenset({'유정란/친환경'}),frozenset({'오이'}),0.1951323334251446,0.05315872499186218,0.007762225505170643,0.039779289105607595,0.7483115727793926,-0.0026107605443969747,0.9860662910782331,-0.29472395531679507,{'유정란/친환경 => 오이': 0.039779289105607595},2.9641999130525787,0.07621393032800866
19,frozenset({'오이'}),frozenset({'유정란/친환경'}),0.05315872499186218,0.1951323334251446,0.007762225505170643,0.1460197833254828,0.7483115727793925,-0.0026107605443969747,0.9424898268827457,-0.262115182858505,{'유정란/친환경 => 오이': 0.039779289105607595},2.9641999130525787,0.07621393032800866
10,frozenset({'찌개용두부'}),frozenset({'유정란/친환경'}),0.0722888549465408,0.1951323334251446,0.01051656358765055,0.14547973675095255,0.7455439813451549,-0.003589329358699765,0.9418941845973279,-0.26895100412006084,{'유정란/친환경 => 찌개용두부': 0.05389452072372642},2.9522677627554335,0.0885469405863719
11,frozenset({'유정란/친환경'}),frozenset({'찌개용두부'}),0.1951323334251446,0.0722888549465408,0.01051656358765055,0.05389452072372642,0.7455439813451549,-0.003589329358699765,0.9805578398754384,-0.2977764596094601,{'유정란/친환경 => 찌개용두부': 0.05389452072372642},2.9522677627554335,0.0885469405863719
45,frozenset({'팽이버섯'}),frozenset({'유정란/친환경'}),0.03487993589904099,0.1951323334251446,0.005007887422690738,0.14357501794687727,0.7357828168541559,-0.0017983158590085986,0.9397993793283937,-0.27117667697294384,{'유정란/친환경 => 팽이버섯': 0.025664057487488772},2.974546688722243,0.06070187405966879
44,frozenset({'유정란/친환경'}),frozenset({'팽이버섯'}),0.1951323334251446,0.03487993589904099,0.005007887422690738,0.025664057487488772,0.7357828168541559,-0.0017983158590085986,0.9905413748898687,-0.3085117653999671,{'유정란/친환경 => 팽이버섯': 0.025664057487488772},2.974546688722243,0.06070187405966879
25,frozenset({'두부'}),frozenset({'오이'}),0.1873951473570874,0.05315872499186218,0.007236397325788116,0.038615713522180656,0.7264228690227644,-0.0027252897773767807,0.9848728425518977,-0.3166871587048369,{'두부 => 오이': 0.038615713522180656},2.9620724970333447,0.07250299653660988
24,frozenset({'오이'}),frozenset({'두부'}),0.05315872499186218,0.1873951473570874,0.007236397325788116,0.13612812058407914,0.7264228690227644,-0.0027252897773767807,0.9406543632284098,-0.28456584409084507,{'두부 => 오이': 0.038615713522180656},2.9620724970333447,0.07250299653660988
5,frozenset({'유정란/친환경'}),frozenset({'콩나물'}),0.1951323334251446,0.09865538222700754,0.013871848160853344,0.0710894392403439,0.7205834860257905,-0.005379006778052177,0.9703244379479113,-0.32513321472486295,{'유정란/친환경 => 콩나물': 0.0710894392403439},2.9312555126155635,0.09997912134725007
4,frozenset({'콩나물'}),frozenset({'유정란/친환경'}),0.09865538222700754,0.1951323334251446,0.013871848160853344,0.14060913705583755,0.7205834860257904,-0.005379006778052177,0.9365559971367189,-0.3008002339274784,{'유정란/친환경 => 콩나물': 0.0710894392403439},2.9312555126155635,0.09997912134725007
16,frozenset({'당근'}),frozenset({'유정란/친환경'}),0.060269925132083034,0.1951323334251446,0.00833813255878008,0.13834648940589947,0.7089880338000009,-0.00342247856760205,0.9340966602920332,-0.3040021786322511,{'유정란/친환경 => 당근': 0.04273065571666881},2.953760004075577,0.07688716543359664
17,frozenset({'유정란/친환경'}),frozenset({'당근'}),0.1951323334251446,0.060269925132083034,0.00833813255878008,0.04273065571666881,0.7089880338000009,-0.00342247856760205,0.981677811453844,-0.33773664544040405,{'유정란/친환경 => 당근': 0.04273065571666881},2.953760004075577,0.07688716543359664
34,frozenset({'찌개용두부'}),frozenset({'두부'}),0.0722888549465408,0.1873951473570874,0.005658912787640534,0.07828195358503637,0.4177373570718329,-0.007887667837341596,0.881619770605069,-0.6003931688721965,{'두부 => 찌개용두부': 0.03019775521111705},2.8966760091295685,0.04862035861456551
35,frozenset({'두부'}),frozenset({'찌개용두부'}),0.1873951473570874,0.0722888549465408,0.005658912787640534,0.03019775521111705,0.4177373570718329,-0.007887667837341596,0.9565982653045038,-0.6317144870851629,{'두부 => 찌개용두부': 0.03019775521111705},2.8966760091295685,0.04862035861456551
