,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,all-confidence,collective strength,cosine similarity
53,frozenset({'중파'}),frozenset({'오이'}),0.045674160922502094,0.06335759840237068,0.005089222444115184,0.11142454160789844,1.7586610669846543,0.002195417299022044,1.0540943852900306,0.4520317763046588,{'오이 => 중파': 0.08032536858159633},3.0544278708820194,0.09460558849079614
52,frozenset({'오이'}),frozenset({'중파'}),0.06335759840237068,0.045674160922502094,0.005089222444115184,0.08032536858159633,1.7586610669846543,0.002195417299022044,1.0376776812965387,0.46056595716339727,{'오이 => 중파': 0.08032536858159633},3.0544278708820194,0.09460558849079614
41,frozenset({'양파'}),frozenset({'당근'}),0.07002512400953424,0.05044128068028087,0.00554016620498615,0.07911683532658693,1.5684937864298967,0.002008009270149758,1.0311391887118229,0.38973705916088336,{'양파 => 당근': 0.07911683532658693},3.0459398620919536,0.09321864764257029
40,frozenset({'당근'}),frozenset({'양파'}),0.05044128068028087,0.07002512400953424,0.00554016620498615,0.10983397190293742,1.5684937864298965,0.002008009270149758,1.0447207000007672,0.3816990628254079,{'양파 => 당근': 0.07911683532658693},3.0459398620919536,0.09321864764257029
33,frozenset({'팽이버섯'}),frozenset({'두부'}),0.02863492881530632,0.1989950396186304,0.006216581846292598,0.21709786276715412,1.090971228143261,0.0005183730522140559,1.0231227151997666,0.08584367028440637,{'두부 => 팽이버섯': 0.03123988345742959},3.00746958620748,0.08235357874253516
32,frozenset({'두부'}),frozenset({'팽이버섯'}),0.1989950396186304,0.02863492881530632,0.006216581846292598,0.03123988345742959,1.090971228143261,0.0005183730522140559,1.0026889573565643,0.10410115669803938,{'두부 => 팽이버섯': 0.03123988345742959},3.00746958620748,0.08235357874253516
2,frozenset({'콩나물'}),frozenset({'두부'}),0.11154416027829672,0.1989950396186304,0.02393222959479482,0.21455385503898353,1.0781869510424544,0.0017354950009883033,1.0198088888973098,0.08162146023095644,{'두부 => 콩나물': 0.1202654580770476},3.0227361391210743,0.16063442239588568
3,frozenset({'두부'}),frozenset({'콩나물'}),0.1989950396186304,0.11154416027829672,0.02393222959479482,0.1202654580770476,1.0781869510424544,0.0017354950009883033,1.0099135561730788,0.09053260163867102,{'두부 => 콩나물': 0.1202654580770476},3.0227361391210743,0.16063442239588568
16,frozenset({'콩나물'}),frozenset({'찌개용두부'}),0.11154416027829672,0.07765895767570702,0.009308767635122077,0.083453652902108,1.0746172160924283,0.0006463644130975527,1.0063223155541987,0.07815367446500263,{'콩나물 => 찌개용두부': 0.083453652902108},3.0107120877541065,0.1000168083939204
17,frozenset({'찌개용두부'}),frozenset({'콩나물'}),0.07765895767570702,0.11154416027829672,0.009308767635122077,0.11986727498963086,1.0746172160924283,0.0006463644130975527,1.0094566586093434,0.07528244465752287,{'콩나물 => 찌개용두부': 0.083453652902108},3.0107120877541065,0.1000168083939204
47,frozenset({'명태참어묵'}),frozenset({'두부'}),0.027153256458158862,0.1989950396186304,0.005250273787283386,0.1933570581257414,0.971667728483614,-0.00015308955738276876,0.9930105611786684,-0.029100045457727736,{'두부 => 명태참어묵': 0.026383943023632245},2.9978003289471404,0.07142493685546183
46,frozenset({'두부'}),frozenset({'명태참어묵'}),0.1989950396186304,0.027153256458158862,0.005250273787283386,0.026383943023632245,0.971667728483614,-0.00015308955738276876,0.9992098390027422,-0.03512368365928434,{'두부 => 명태참어묵': 0.026383943023632245},2.9978003289471404,0.07142493685546183
42,frozenset({'유정란/친환경'}),frozenset({'애호박'}),0.21281324486246214,0.025929266250080525,0.005314694324550667,0.02497351294082034,0.9631399785847309,-0.00020339696303169584,0.9990197668248554,-0.04636299568639319,{'유정란/친환경 => 애호박': 0.02497351294082034},2.9971641706939667,0.07154575164139461
43,frozenset({'애호박'}),frozenset({'유정란/친환경'}),0.025929266250080525,0.21281324486246214,0.005314694324550667,0.20496894409937888,0.9631399785847309,-0.00020339696303169584,0.9901333404464344,-0.037804123174586014,{'유정란/친환경 => 애호박': 0.02497351294082034},2.9971641706939667,0.07154575164139461
39,frozenset({'시금치'}),frozenset({'두부'}),0.033047735618115054,0.1989950396186304,0.006055530503124396,0.18323586744639378,0.9208062060117743,-0.0005208049555084325,0.9807053572211041,-0.08167934211339882,{'두부 => 시금치': 0.0304305600517967},2.992603255351443,0.07467241838838853
